1 _ 1,,,,,,
時間,ストローク,試験力,ストローク,試験力,ストローク,試験力
sec,mm,kN,mm,kN,mm,kN
325.6,5.426125,4.04079,10.85225,13.3021,5.426125,7.06261
325.8,5.429458,4.039804,10.85888,13.30234,5.429458,7.062221
326,5.432771,4.039383,10.8656,13.30705,5.432792,7.063333
326.2,5.436104,4.039168,10.87223,13.30842,5.436104,7.063413
326.4,5.439479,4.039693,10.87883,13.30817,5.439437,7.063762
326.6,5.442812,4.039049,10.88558,13.31369,5.442812,7.065121
326.8,5.446125,4.038373,10.89223,13.3147,5.446146,7.066011
327,5.449458,4.038151,10.89885,13.31536,5.449479,7.066226
327.2,5.452771,4.037277,10.9056,13.32045,5.452813,7.066631
327.4,5.456104,4.036474,10.91225,13.32215,5.456104,7.066512
327.6,5.459458,4.037007,10.91883,13.322,5.459416,7.066735
327.8,5.462791,4.036745,10.92562,13.32699,5.462791,7.067633
328,5.466125,4.035878,10.93223,13.32814,5.466146,7.068944
328.2,5.469458,4.03564,10.93883,13.32905,5.469458,7.069293
328.4,5.472771,4.034591,10.9456,13.33396,5.472792,7.069445
328.6,5.476083,4.034344,10.95227,13.3349,5.476104,7.069588
328.8,5.479458,4.034551,10.95885,13.33566,5.479416,7.070025
329,5.482791,4.034297,10.9656,13.33959,5.482771,7.070827
329.2,5.486125,4.033597,10.97225,13.34157,5.486146,7.071805
329.4,5.489458,4.033438,10.97888,13.34289,5.489458,7.072282
329.6,5.492792,4.032723,10.98558,13.34446,5.492792,7.072616
329.8,5.496104,4.032183,10.99225,13.34817,5.496125,7.072997
330,5.499458,4.03192,10.99887,13.34859,5.499417,7.072767
330.2,5.502812,4.032262,11.00558,13.3503,5.502771,7.073426
330.4,5.506125,4.031309,11.01225,13.35511,5.506146,7.075
330.6,5.509458,4.030792,11.0189,13.35576,5.509458,7.075047
330.8,5.512792,4.030386,11.02556,13.35691,5.512792,7.075429
331,5.516104,4.02925,11.03227,13.36192,5.516125,7.075842
331.2,5.519437,4.029512,11.0389,13.36343,5.519437,7.076041
331.4,5.522812,4.030196,11.0455,13.3628,5.522771,7.076398
331.6,5.526125,4.028996,11.05225,13.36908,5.526125,7.076669
331.8,5.529458,4.028185,11.0589,13.36962,5.529479,7.077877
332,5.532792,4.027907,11.0655,13.37058,5.532813,7.078036
332.2,5.536104,4.0277,11.07225,13.37584,5.536125,7.078815
332.4,5.539437,4.02743,11.07892,13.37708,5.539437,7.078608
332.6,5.542792,4.027351,11.0855,13.37703,5.54275,7.077789
332.8,5.546146,4.027065,11.09229,13.38282,5.546125,7.07922
333,5.549459,4.025761,11.09892,13.38305,5.549479,7.080738
333.2,5.552792,4.025785,11.10552,13.38413,5.552792,7.080579
333.4,5.556104,4.025078,11.11225,13.38768,5.556125,7.081016
333.6,5.559437,4.02418,11.11892,13.38965,5.559458,7.081501
333.8,5.562792,4.024529,11.12548,13.38933,5.562771,7.081612
334,5.566146,4.02441,11.13225,13.39302,5.566104,7.082168
334.2,5.569458,4.023258,11.13892,13.39587,5.569458,7.083011
334.4,5.572792,4.023194,11.14554,13.39703,5.572792,7.083567
334.6,5.576125,4.022908,11.15225,13.39896,5.576146,7.084457
334.8,5.579437,4.021811,11.15894,13.40205,5.579458,7.084362
335,5.582792,4.021803,11.16554,13.40287,5.582771,7.083988
335.2,5.586146,4.021931,11.17221,13.40282,5.586104,7.084306
335.4,5.589479,4.021088,11.1789,13.40803,5.589458,7.085705
335.6,5.592813,4.0205,11.18554,13.40972,5.592792,7.086039
335.8,5.596125,4.019968,11.19219,13.40989,5.596125,7.086253
336,5.599417,4.018919,11.19892,13.41463,5.599458,7.087048
336.2,5.602771,4.018799,11.20556,13.41662,5.602771,7.087008
336.4,5.606125,4.019467,11.21219,13.41594,5.606104,7.08762
336.6,5.609458,4.01845,11.21896,13.42158,5.609458,7.088637
336.8,5.612792,4.017615,11.2256,13.4222,5.612792,7.089225
337,5.616125,4.017273,11.23221,13.42303,5.616125,7.089567
337.2,5.619437,4.016566,11.23894,13.42702,5.619458,7.090513
337.4,5.622771,4.016224,11.2456,13.4288,5.622771,7.090394
337.6,5.626125,4.016232,11.25217,13.42772,5.626104,7.090449
337.8,5.629479,4.015645,11.25894,13.43315,5.629458,7.091395
338,5.632813,4.01547,11.26558,13.43404,5.632813,7.092619
338.2,5.636146,4.014651,11.27219,13.43569,5.636125,7.092682
338.4,5.639438,4.013793,11.27894,13.43892,5.639479,7.092794
338.6,5.64275,4.01299,11.2856,13.44108,5.642792,7.092802
338.8,5.646125,4.013435,11.29219,13.44161,5.646104,7.0925
339,5.649458,4.01322,11.29892,13.44409,5.649437,7.093048
339.2,5.652792,4.012362,11.30556,13.44735,5.652812,7.094383
339.4,5.656125,4.011878,11.31217,13.44806,5.656146,7.094383
339.6,5.659438,4.01117,11.31892,13.45069,5.659479,7.094836
339.8,5.66275,4.010352,11.32558,13.4542,5.662792,7.094876
340,5.666104,4.009994,11.33221,13.45508,5.666104,7.094161
340.2,5.669458,4.01024,11.33892,13.45622,5.669437,7.09482
340.4,5.672791,4.009613,11.3456,13.46026,5.672812,7.096171
340.6,5.676125,4.008976,11.35225,13.46148,5.676125,7.096672
340.8,5.679458,4.008126,11.3589,13.46138,5.679458,7.096728
341,5.682771,4.007085,11.3656,13.46597,5.682792,7.09734
341.2,5.686104,4.007093,11.37223,13.46695,5.686104,7.09753
341.4,5.689479,4.00788,11.37885,13.46581,5.689437,7.09788
341.6,5.692791,4.00691,11.38558,13.47268,5.692791,7.099215
341.8,5.696125,4.005718,11.39223,13.47289,5.696125,7.099819
342,5.699458,4.005583,11.39888,13.47404,5.699479,7.100209
342.2,5.702771,4.004463,11.4056,13.47895,5.702813,7.100996
342.4,5.706104,4.003867,11.41225,13.47985,5.706104,7.100558
342.6,5.709458,4.004208,11.41881,13.47947,5.709437,7.10032
342.8,5.712812,4.003755,11.4256,13.48554,5.712791,7.101258
343,5.716125,4.003056,11.43223,13.4865,5.716125,7.102323
343.2,5.719458,4.002436,11.43883,13.48677,5.719458,7.102394
343.4,5.722771,4.001474,11.4456,13.49065,5.722792,7.102641
343.6,5.726083,4.000648,11.45225,13.4929,5.726104,7.102474
343.8,5.729458,4.001101,11.45883,13.4929,5.729437,7.102251
344,5.732791,4.001006,11.46562,13.49622,5.732771,7.103205
344.2,5.736125,3.999813,11.47225,13.498,5.736125,7.10415
344.4,5.739458,3.999043,11.47888,13.49988,5.739458,7.104198
344.6,5.742771,3.998478,11.48558,13.50092,5.742792,7.104397
344.8,5.746104,3.998192,11.49227,13.50458,5.746125,7.104953
345,5.749458,3.997556,11.4989,13.50549,5.749417,7.104357
345.2,5.752812,3.997668,11.50556,13.50633,5.752771,7.104763
345.4,5.756125,3.997008,11.51225,13.51144,5.756146,7.106026
345.6,5.759479,3.996205,11.5189,13.51221,5.759479,7.10601
345.8,5.762792,3.99549,11.52558,13.5129,5.762792,7.106058
346,5.766083,3.994067,11.53225,13.51709,5.766146,7.106765
346.2,5.769437,3.994187,11.5389,13.51817,5.769437,7.106423
346.4,5.772791,3.994385,11.54552,13.51759,5.772771,7.106066
346.6,5.776125,3.993909,11.55225,13.52321,5.776125,7.10698
346.8,5.779458,3.992701,11.5589,13.52377,5.779479,7.108045
347,5.782792,3.992176,11.5655,13.52357,5.782792,7.108077
347.2,5.786104,3.99154,11.57227,13.52934,5.786125,7.107997
347.4,5.789417,3.991111,11.57892,13.52985,5.789437,7.108037
347.6,5.792791,3.991079,11.58552,13.52978,5.79275,7.10779
347.8,5.796125,3.990738,11.59229,13.53514,5.796125,7.109483
348,5.799459,3.989649,11.59892,13.53571,5.799479,7.109777
348.2,5.802792,3.989474,11.60552,13.53652,5.802792,7.109936
348.4,5.806104,3.988123,11.61225,13.53888,5.806125,7.110318
348.6,5.809417,3.987869,11.61892,13.54105,5.809458,7.110047
348.8,5.812792,3.988028,11.6255,13.54141,5.812771,7.11019
349,5.816146,3.987829,11.63227,13.54465,5.816104,7.110747
349.2,5.819458,3.986581,11.6389,13.54663,5.819479,7.111979
349.4,5.822813,3.985945,11.64552,13.54821,5.822792,7.111597
349.6,5.826125,3.985429,11.65225,13.55015,5.826146,7.111756
349.8,5.829437,3.984475,11.65894,13.55312,5.829458,7.112161
350,5.832792,3.984189,11.66554,13.55398,5.83275,7.111772
350.2,5.836125,3.984213,11.67223,13.55433,5.836104,7.112416
350.4,5.839479,3.983331,11.6789,13.55893,5.839479,7.113791
350.6,5.842813,3.982512,11.68554,13.56034,5.842792,7.114387
350.8,5.846125,3.981678,11.69219,13.56124,5.846125,7.114291
351,5.849437,3.980541,11.69892,13.56617,5.849458,7.114482
351.2,5.852771,3.980501,11.70556,13.56678,5.852771,7.114164
351.4,5.856146,3.980819,11.71219,13.56634,5.856083,7.114617
351.6,5.859458,3.979794,11.71896,13.57182,5.859458,7.115579
351.8,5.862792,3.978984,11.72558,13.57191,5.862813,7.116071
352,5.866125,3.978531,11.73221,13.57224,5.866125,7.116365
352.2,5.869437,3.977847,11.73896,13.57688,5.869458,7.116262
352.4,5.872771,3.97714,11.74558,13.5774,5.872771,7.116517
352.6,5.876146,3.977156,11.75217,13.57702,5.876104,7.115952
352.8,5.879458,3.976464,11.75894,13.58235,5.879458,7.117136
353,5.882792,3.975344,11.76558,13.58347,5.882813,7.117876
353.2,5.886146,3.975312,11.77219,13.58361,5.886125,7.117629
353.4,5.889437,3.97404,11.77894,13.5874,5.889479,7.117772
353.6,5.89275,3.973158,11.7856,13.58913,5.892792,7.118114
353.8,5.896125,3.973238,11.79217,13.58964,5.896104,7.117661
354,5.899458,3.97296,11.79894,13.59245,5.899458,7.118058
354.2,5.902792,3.971807,11.80556,13.59477,5.902812,7.119083
354.4,5.906125,3.971402,11.81219,13.59552,5.906146,7.118789
354.6,5.909438,3.970496,11.8189,13.59779,5.909458,7.119226
354.8,5.91275,3.969598,11.82558,13.60108,5.912792,7.119465
355,5.916104,3.969288,11.83221,13.60218,5.916083,7.118559
355.2,5.919479,3.969336,11.8389,13.60294,5.919437,7.119211
355.4,5.922791,3.968175,11.8456,13.60745,5.922812,7.120538
355.6,5.926125,3.967651,11.85225,13.6081,5.926125,7.120458
355.8,5.929458,3.966975,11.8589,13.60808,5.929458,7.120037
356,5.932771,3.965783,11.8656,13.61248,5.932792,7.120403
356.2,5.936104,3.965338,11.87223,13.61378,5.936104,7.120403
356.4,5.939479,3.965592,11.87883,13.61274,5.939437,7.12045
356.6,5.942791,3.964456,11.88558,13.61831,5.942812,7.121261
356.8,5.946146,3.96351,11.89225,13.61887,5.946146,7.121746
357,5.949458,3.96351,11.89888,13.61955,5.949458,7.121698
357.2,5.952771,3.962326,11.9056,13.62387,5.952792,7.122
357.4,5.956104,3.961484,11.91225,13.62534,5.956104,7.121452
357.6,5.959458,3.961412,11.91881,13.62441,5.959416,7.120999
357.8,5.962812,3.960776,11.9256,13.62984,5.962791,7.121921
358,5.966125,3.960021,11.93225,13.6307,5.966146,7.122835
358.2,5.969458,3.958861,11.93883,13.63193,5.969458,7.122707
358.4,5.972771,3.958114,11.94558,13.63541,5.972792,7.122628
358.6,5.976083,3.957383,11.95225,13.63723,5.976104,7.123057
358.8,5.979458,3.957288,11.95885,13.63744,5.979416,7.122707
359,5.982812,3.957113,11.9656,13.64048,5.982771,7.122763
359.2,5.986125,3.956008,11.97225,13.64234,5.986125,7.123677
359.4,5.989458,3.954991,11.9789,13.64324,5.989458,7.12382
359.6,5.992792,3.954411,11.98558,13.64396,5.992813,7.123899
359.8,5.996104,3.953338,11.99225,13.64748,5.996125,7.124233
360,5.999458,3.953171,11.99887,13.64779,5.999417,7.123693
360.2,6.002812,3.952885,12.00558,13.64841,6.002771,7.124074
360.4,6.006125,3.951995,12.01225,13.65276,6.006146,7.125147
360.6,6.009458,3.951367,12.0189,13.6542,6.009458,7.12564
360.8,6.012792,3.950167,12.02558,13.65452,6.012792,7.125513
361,6.016083,3.948784,12.03225,13.65813,6.016146,7.125656
361.2,6.019417,3.948879,12.03892,13.65951,6.019437,7.125314
361.4,6.022791,3.948895,12.0455,13.65839,6.022771,7.125171
361.6,6.026125,3.948164,12.05225,13.66436,6.026146,7.125878
361.8,6.029458,3.94671,12.0589,13.6643,6.029479,7.126585
362,6.032792,3.946392,12.0655,13.66491,6.032792,7.126061
362.2,6.036104,3.945788,12.07225,13.66909,6.036146,7.126419
362.4,6.039437,3.944993,12.07892,13.67091,6.039437,7.125679
362.6,6.042791,3.944643,12.08552,13.67042,6.04275,7.125473
362.8,6.046125,3.944175,12.09229,13.67571,6.046125,7.126284
363,6.049479,3.942744,12.09892,13.67578,6.049459,7.127213
363.2,6.052813,3.942291,12.10552,13.67616,6.052792,7.126895
363.4,6.056104,3.941011,12.11225,13.67931,6.056125,7.126355
363.6,6.059417,3.93997,12.11892,13.68087,6.059458,7.126132
363.8,6.062792,3.940423,12.1255,13.68123,6.062771,7.126204
364,6.066146,3.939684,12.13225,13.68434,6.066125,7.126347
364.2,6.069458,3.938596,12.1389,13.68675,6.069479,7.126522
364.4,6.072813,3.938103,12.14554,13.68799,6.072813,7.126689
364.6,6.076125,3.937189,12.15227,13.68999,6.076125,7.126816
364.8,6.079437,3.936052,12.15894,13.69236,6.079458,7.126927
365,6.082792,3.935218,12.16554,13.69325,6.08275,7.127038
365.2,6.086146,3.935369,12.17221,13.69298,6.086104,7.12715
365.4,6.089458,3.934344,12.17892,13.69743,6.089479,7.127277
365.6,6.092813,3.933724,12.18554,13.6982,6.092792,7.127348
365.8,6.096125,3.932055,12.19221,13.69902,6.096125,7.127388
366,6.099417,3.930887,12.19892,13.70396,6.099458,7.127412
366.2,6.102771,3.930648,12.20556,13.70472,6.102771,7.127468
366.4,6.106125,3.930934,12.21221,13.70415,6.106083,7.127595
366.6,6.109458,3.929551,12.21896,13.70986,6.109479,7.127818
366.8,6.112792,3.928478,12.2256,13.70955,6.112813,7.128088
367,6.116125,3.928002,12.23221,13.70951,6.116125,7.128382
367.2,6.119458,3.926786,12.23896,13.71411,6.119458,7.128644
367.4,6.122771,3.926301,12.2456,13.71487,6.122771,7.128914
367.6,6.126125,3.926222,12.25217,13.71358,6.126083,7.1292
367.8,6.129479,3.925498,12.25894,13.71851,6.129479,7.129502
368,6.132792,3.923869,12.26558,13.71929,6.132813,7.129788
368.2,6.136125,3.92348,12.27219,13.71963,6.136146,7.130011
368.4,6.139437,3.921723,12.27894,13.72336,6.139458,7.130162
368.6,6.14275,3.920992,12.2856,13.72437,6.142792,7.130265
368.8,6.146125,3.920627,12.29219,13.72468,6.146104,7.130376
369,6.149458,3.920587,12.29892,13.72717,6.149458,7.130504
369.2,6.152792,3.91953,12.30556,13.73026,6.152812,7.130599
369.4,6.156125,3.917972,12.31217,13.73046,6.156146,7.130662
369.6,6.159458,3.917114,12.31892,13.73258,6.159479,7.130686
369.8,6.16275,3.915604,12.32558,13.73537,6.162792,7.130639
370,6.166125,3.915437,12.33221,13.73673,6.166104,7.130623
370.2,6.169479,3.914976,12.33892,13.73752,6.169437,7.130623
370.4,6.172791,3.914229,12.3456,13.74141,6.172812,7.130662
370.6,6.176125,3.912926,12.35225,13.74165,6.176125,7.130662
370.8,6.179458,3.912139,12.35888,13.74153,6.179458,7.130639
371,6.182771,3.910502,12.3656,13.74583,6.182792,7.130583
371.2,6.186104,3.910406,12.37221,13.74609,6.186104,7.130527
371.4,6.189479,3.910255,12.37883,13.74543,6.189437,7.130519
371.6,6.192812,3.909032,12.38558,13.75141,6.192812,7.130575
371.8,6.196125,3.907577,12.39223,13.75141,6.196125,7.130639
372,6.199458,3.906997,12.39885,13.75181,6.199458,7.130694
372.2,6.202771,3.906019,12.4056,13.75567,6.202792,7.130742
372.4,6.206104,3.90451,12.41227,13.75723,6.206104,7.130782
372.6,6.209479,3.904255,12.41883,13.75596,6.209416,7.130829
372.8,6.212812,3.903286,12.4256,13.76161,6.212791,7.130901
373,6.216125,3.902268,12.43223,13.76195,6.216125,7.130941
373.2,6.219458,3.901029,12.43885,13.76262,6.219458,7.130925
373.4,6.222771,3.899741,12.4456,13.76576,6.222792,7.130877
373.6,6.226083,3.898994,12.45227,13.76732,6.226104,7.130782
373.8,6.229458,3.899058,12.45883,13.76665,6.229416,7.130718
374,6.232812,3.898128,12.4656,13.76963,6.232771,7.130686
374.2,6.236125,3.896705,12.47225,13.77168,6.236146,7.130662
374.4,6.239458,3.895601,12.47888,13.77228,6.239458,7.130639
374.6,6.242792,3.894806,12.48558,13.77389,6.242792,7.130575
374.8,6.246083,3.893598,12.49225,13.7773,6.246125,7.130496
375,6.249458,3.892954,12.49885,13.77823,6.249417,7.13044
375.2,6.252812,3.892104,12.50556,13.77946,6.252771,7.13044
375.4,6.256125,3.891214,12.51225,13.78332,6.256146,7.13044
375.6,6.259458,3.890324,12.5189,13.7838,6.259479,7.130456
375.8,6.262792,3.889108,12.52556,13.78415,6.262813,7.130456
376,6.266083,3.88759,12.53225,13.78826,6.266125,7.13044
376.2,6.269437,3.886843,12.5389,13.78821,6.269437,7.13044
376.4,6.272812,3.886739,12.5455,13.78709,6.272771,7.130464
376.6,6.276125,3.885372,12.55227,13.79289,6.276125,7.130536
376.8,6.279458,3.884069,12.5589,13.79331,6.279479,7.130599
377,6.282792,3.882988,12.5655,13.79348,6.282792,7.130591
377.2,6.286104,3.882082,12.57225,13.79795,6.286125,7.130527
377.4,6.289437,3.880835,12.57892,13.79927,6.289437,7.13044
377.6,6.292791,3.880564,12.5855,13.79846,6.29275,7.130361
377.8,6.296125,3.880103,12.59229,13.80357,6.296125,7.130337
378,6.299459,3.87853,12.59894,13.80308,6.299479,7.130297
378.2,6.302792,3.877171,12.60552,13.80339,6.302792,7.130257
378.4,6.306104,3.875868,12.61225,13.80688,6.306125,7.130162
378.6,6.309437,3.874509,12.61894,13.80833,6.309458,7.130066
378.8,6.312792,3.87466,12.6255,13.80812,6.312771,7.129987
379,6.316146,3.873571,12.63225,13.81077,6.316104,7.129947
379.2,6.319479,3.871775,12.63892,13.81311,6.319479,7.129908
379.4,6.322813,3.870662,12.64554,13.81385,6.322792,7.12986
379.6,6.326125,3.86951,12.65227,13.81574,6.326146,7.129773
379.8,6.329437,3.868373,12.65892,13.81765,6.329458,7.129645
380,6.332771,3.867475,12.66554,13.81869,6.33275,7.129542
380.2,6.336146,3.866887,12.67221,13.81888,6.336104,7.12947
380.4,6.339479,3.865234,12.67892,13.82329,6.339479,7.129439
380.6,6.342813,3.864519,12.68554,13.82393,6.342813,7.129351
380.8,6.346125,3.863199,12.69221,13.82387,6.346125,7.129248
381,6.349417,3.861427,12.69892,13.82832,6.349458,7.129081
381.2,6.352771,3.860712,12.70556,13.82968,6.352771,7.128922
381.4,6.356146,3.860211,12.71219,13.82918,6.356104,7.128787
381.6,6.359458,3.859178,12.71896,13.83376,6.359458,7.128716
381.8,6.362792,3.857716,12.7256,13.83402,6.362792,7.128644
382,6.366125,3.856993,12.73221,13.83372,6.366125,7.128525
382.2,6.369437,3.855379,12.73896,13.83817,6.369458,7.128366
382.4,6.372771,3.854418,12.7456,13.83813,6.372771,7.128167
382.6,6.376146,3.853798,12.75217,13.83713,6.376104,7.125433
382.8,6.379479,3.852383,12.75894,13.84207,6.379458,7.126093
383,6.382813,3.850929,12.76558,13.8422,6.382813,7.126776
383.2,6.386125,3.850476,12.77219,13.84365,6.386146,7.12556
383.4,6.389437,3.848338,12.77896,13.8461,6.389479,7.125648
383.6,6.392771,3.846685,12.78558,13.84791,6.392792,7.125115
383.8,6.396125,3.846328,12.79219,13.84788,6.396104,7.1244
384,6.399458,3.8457,12.79892,13.85018,6.399458,7.124281
384.2,6.402792,3.844213,12.80556,13.85291,6.402812,7.124885
384.4,6.406125,3.842727,12.81217,13.85308,6.406125,7.124416
384.6,6.409438,3.841368,12.8189,13.85535,6.409479,7.124392
384.8,6.412771,3.839882,12.82556,13.85772,6.412792,7.123748
385,6.416104,3.839215,12.83221,13.85873,6.416083,7.122993
385.2,6.419458,3.838539,12.83892,13.85988,6.419437,7.122811
385.4,6.422791,3.836775,12.8456,13.86331,6.422812,7.123359
385.6,6.426125,3.835495,12.85225,13.86367,6.426125,7.123383
385.8,6.429458,3.834105,12.8589,13.86355,6.429458,7.122636
386,6.432771,3.832356,12.8656,13.86768,6.432792,7.12235
386.2,6.436104,3.83176,12.87223,13.86801,6.436104,7.121984
386.4,6.439479,3.831522,12.87883,13.867,6.439437,7.121237
386.6,6.442812,3.829495,12.88558,13.8725,6.442791,7.121626
386.8,6.446125,3.827763,12.89223,13.87288,6.446125,7.121261
387,6.449479,3.826888,12.89885,13.87352,6.449479,7.121126
387.2,6.452771,3.825092,12.9056,13.8773,6.452792,7.120689
387.4,6.456104,3.823225,12.91225,13.87823,6.456125,7.119759
387.6,6.459458,3.822947,12.91881,13.87749,6.459416,7.119075
387.8,6.462791,3.821651,12.9256,13.88199,6.462791,7.11898
388,6.466146,3.81976,12.93223,13.8822,6.466146,7.119735
388.2,6.469458,3.818138,12.93883,13.88264,6.469458,7.119139
388.4,6.472771,3.816597,12.9456,13.88663,6.472792,7.118662
388.6,6.476083,3.814983,12.95225,13.88722,6.476104,7.118273
388.8,6.479458,3.814411,12.95883,13.88782,6.479416,7.117414
389,6.482791,3.81364,12.96562,13.89046,6.482791,7.117256
389.2,6.486125,3.81159,12.97225,13.89196,6.486125,7.117971
389.4,6.489458,3.81039,12.97888,13.89247,6.489458,7.116977
389.6,6.492792,3.808999,12.9856,13.89395,6.492792,7.116636
389.8,6.496104,3.807044,12.99227,13.89662,6.496125,7.116667
390,6.499437,3.805749,12.99887,13.89675,6.499437,7.115642
390.2,6.502812,3.80528,13.00556,13.89753,6.502771,7.115404
390.4,6.506125,3.803635,13.01225,13.90158,6.506146,7.116047
390.6,6.509479,3.801997,13.0189,13.90207,6.509479,7.115332
390.8,6.512792,3.800352,13.02556,13.90249,6.512792,7.11441
391,6.516104,3.798199,13.03227,13.90619,6.516125,7.114331
391.2,6.519417,3.797253,13.03892,13.90703,6.519437,7.113536
391.4,6.522791,3.79688,13.0455,13.90495,6.522771,7.112543
391.6,6.526125,3.795242,13.05225,13.91001,6.526125,7.112789
391.8,6.529458,3.793534,13.05892,13.91041,6.529479,7.112376
392,6.532792,3.791888,13.0655,13.91048,6.532792,7.111701
392.2,6.536104,3.789989,13.07225,13.91475,6.536125,7.111295
392.4,6.539437,3.78894,13.07892,13.91551,6.539417,7.110015
392.6,6.542791,3.78782,13.08552,13.91438,6.54275,7.109562
392.8,6.546146,3.7865,13.09229,13.91985,6.546125,7.109714
393,6.549458,3.784553,13.09892,13.91904,6.549458,7.110182
393.2,6.552792,3.782797,13.10552,13.91932,6.552792,7.108919
393.4,6.556104,3.780874,13.11225,13.9221,6.556125,7.108506
393.6,6.559437,3.779022,13.11892,13.92346,6.559437,7.10775
393.8,6.562792,3.77841,13.1255,13.9232,6.562771,7.107139
394,6.566146,3.777059,13.13225,13.92584,6.566125,7.106701
394.2,6.569458,3.774858,13.1389,13.92803,6.569479,7.106908
394.4,6.572813,3.773292,13.14552,13.92893,6.572813,7.106312
394.6,6.576125,3.771965,13.15227,13.93055,6.576146,7.105978
394.8,6.579437,3.769891,13.15894,13.93242,6.579458,7.105223
395,6.582792,3.768389,13.16554,13.93325,6.58275,7.103888
395.2,6.586146,3.767467,13.17223,13.9333,6.586104,7.103213
395.4,6.589458,3.765352,13.17892,13.9374,6.589479,7.104039
395.6,6.592813,3.763819,13.18552,13.93734,6.592792,7.103848
395.8,6.596125,3.761967,13.19221,13.93817,6.596125,7.102752
396,6.599437,3.759495,13.19892,13.94385,6.599458,7.102974
396.2,6.602771,3.758605,13.20556,13.94409,6.602771,7.101456
396.4,6.606146,3.75731,13.21221,13.94337,6.606104,7.100789
396.6,6.609458,3.755474,13.21894,13.9485,6.609458,7.100574
396.8,6.612792,3.753297,13.22558,13.9482,6.612792,7.100765
397,6.616125,3.752057,13.23221,13.94757,6.616125,7.100018
397.2,6.619437,3.749871,13.23894,13.95131,6.619479,7.09962
397.4,6.622771,3.748353,13.24558,13.95175,6.622771,7.098579
397.6,6.626146,3.74709,13.25217,13.95027,6.626104,7.097443
397.8,6.629479,3.745294,13.25896,13.95537,6.629458,7.097507
398,6.632792,3.743005,13.26558,13.95518,6.632813,7.097236
398.2,6.636125,3.741598,13.27219,13.9557,6.636125,7.096457
398.4,6.639437,3.738904,13.27894,13.9591,6.639479,7.095019
398.6,6.64275,3.737195,13.2856,13.95978,6.642792,7.094574
398.8,6.646125,3.736027,13.29217,13.96,6.646104,7.093016
399,6.649479,3.734303,13.29892,13.9619,6.649458,7.092619
399.2,6.652792,3.732141,13.30558,13.96426,6.652812,7.092802
399.4,6.656125,3.730067,13.31219,13.96465,6.656125,7.091784
399.6,6.659438,3.728334,13.3189,13.96643,6.659458,7.091188
399.8,6.66275,3.726379,13.32558,13.96902,6.662792,7.090107
400,6.666104,3.724972,13.33221,13.96937,6.666083,7.088741
400.2,6.669458,3.723264,13.33892,13.96995,6.669437,7.088073
400.4,6.672791,3.721635,13.3456,13.97384,6.672812,7.088391
400.6,6.676125,3.719449,13.35225,13.97366,6.676125,7.088002
400.8,6.679458,3.717295,13.35888,13.97281,6.679458,7.086825
401,6.682771,3.715261,13.36558,13.97651,6.682792,7.086627
401.2,6.686104,3.713608,13.37223,13.9768,6.686104,7.08553
401.4,6.689479,3.712567,13.37885,13.97561,6.689437,7.084592
401.6,6.692791,3.710349,13.38558,13.98064,6.692812,7.084116
401.8,6.696125,3.707663,13.39223,13.9811,6.696146,7.083663
402,6.699479,3.706296,13.39885,13.98102,6.699479,7.082391
402.2,6.702771,3.703292,13.4056,13.98553,6.702812,7.081763
402.4,6.706104,3.701878,13.41225,13.98617,6.706104,7.079943
402.6,6.709458,3.700233,13.41881,13.98554,6.709437,7.078663
402.8,6.712812,3.6985,13.4256,13.99038,6.712791,7.078385
403,6.716146,3.696235,13.43223,13.99096,6.716146,7.078473
403.2,6.719458,3.694129,13.43883,13.99186,6.719458,7.077114
403.4,6.722771,3.691395,13.4456,13.99548,6.722792,7.076263
403.6,6.726083,3.689225,13.45225,13.99612,6.726104,7.07554
403.8,6.729458,3.688153,13.45885,13.99616,6.729416,7.074205
404,6.732791,3.686452,13.4656,13.99922,6.732771,7.073355
404.2,6.736125,3.683575,13.47225,14.00017,6.736125,7.073379
404.4,6.739458,3.681803,13.47888,14.00105,6.739458,7.072274
404.6,6.742771,3.679347,13.48558,14.00213,6.742792,7.071519
404.8,6.746104,3.676836,13.49227,14.0046,6.746125,7.070613
405,6.749437,3.675461,13.49887,14.00399,6.749437,7.068809
405.2,6.752812,3.6738,13.50556,14.00414,6.752771,7.06799
405.4,6.756125,3.671058,13.51225,14.00835,6.756146,7.068141
405.6,6.759458,3.66931,13.5189,14.00859,6.759458,7.067299
405.8,6.762792,3.666623,13.52556,14.00863,6.762813,7.065892
406,6.766083,3.663826,13.53227,14.01201,6.766125,7.064843
406.2,6.769437,3.662268,13.53892,14.01275,6.769437,7.063262
406.4,6.772791,3.660933,13.5455,14.01124,6.772771,7.062205
406.6,6.776125,3.658438,13.55227,14.0167,6.776125,7.061442
406.8,6.779458,3.655688,13.5589,14.01657,6.779479,7.061076
407,6.782792,3.653653,13.56552,14.01647,6.782792,7.059741
407.2,6.786104,3.651381,13.57227,14.02046,6.786125,7.059208
407.4,6.789417,3.648893,13.57892,14.02131,6.789437,7.05742
407.6,6.792791,3.647073,13.58552,14.0206,6.79275,7.055584
407.8,6.796125,3.645174,13.59229,14.02543,6.796125,7.055489
408,6.799458,3.642344,13.59892,14.02512,6.799458,7.054941
408.2,6.802792,3.64004,13.60552,14.02512,6.802792,7.05382
