"1 _ 1",,
"時間","試験力","ストローク"
"sec","kN","mm"
"173","5.972131","2.882813"
"173.2","5.974428","2.886125"
"173.4","5.976367","2.889479"
"173.6","5.978807","2.892792"
"173.8","5.980786","2.896104"
"174","5.983734","2.899458"
"174.2","5.986794","2.902812"
"174.4","5.989591","2.906125"
"174.6","5.991761","2.909479"
"174.8","5.994066","2.912792"
"175","5.996076","2.916083"
"175.2","5.998755","2.919437"
"175.4","6.00237","2.922812"
"175.6","6.005112","2.926146"
"175.8","6.006972","2.929458"
"176","6.009459","2.932792"
"176.2","6.011597","2.936104"
"176.4","6.014156","2.939458"
"176.6","6.017303","2.942812"
"176.8","6.019815","2.946146"
"177","6.022398","2.949479"
"177.2","6.025092","2.952792"
"177.4","6.026888","2.956104"
"177.6","6.028708","2.959417"
"177.8","6.031847","2.962771"
"178","6.035487","2.966146"
"178.2","6.037426","2.969458"
"178.4","6.039985","2.972792"
"178.6","6.042067","2.976125"
"178.8","6.044324","2.979437"
"179","6.04732","2.982771"
"179.2","6.05011","2.986125"
"179.4","6.052566","2.989458"
"179.6","6.055021","2.992792"
"179.8","6.057533","2.996125"
"180","6.058995","2.999438"
"180.2","6.06176","3.002771"
"180.4","6.064757","3.006146"
"180.6","6.067642","3.009479"
"180.8","6.069962","3.012792"
"181","6.072561","3.016125"
"181.2","6.07419","3.019438"
"181.4","6.076439","3.022771"
"181.6","6.079117","3.026125"
"181.8","6.08178","3.029479"
"182","6.084156","3.032792"
"182.2","6.086739","3.036125"
"182.4","6.088463","3.039438"
"182.6","6.090108","3.042771"
"182.8","6.093296","3.046125"
"183","6.096474","3.049458"
"183.2","6.098366","3.052792"
"183.4","6.100527","3.056125"
"183.6","6.102808","3.059438"
"183.8","6.10489","3.062771"
"184","6.107513","3.066125"
"184.2","6.1107","3.069479"
"184.4","6.11302","3.072792"
"184.6","6.115182","3.076146"
"184.8","6.117606","3.079458"
"185","6.119379","3.082771"
"185.2","6.121524","3.086104"
"185.4","6.125077","3.089479"
"185.6","6.127453","3.092792"
"185.8","6.129488","3.096125"
"186","6.13211","3.099458"
"186.2","6.134033","3.10275"
"186.4","6.136155","3.106104"
"186.6","6.139207","3.109458"
"186.8","6.141933","3.112792"
"187","6.143896","3.116125"
"187.2","6.146399","3.119458"
"187.4","6.148505","3.122771"
"187.6","6.150261","3.126104"
"187.8","6.152932","3.129458"
"188","6.156278","3.132813"
"188.2","6.158201","3.136125"
"188.4","6.160164","3.139479"
"188.6","6.162349","3.142792"
"188.8","6.164122","3.146104"
"189","6.166553","3.149458"
"189.2","6.169351","3.152812"
"189.4","6.171791","3.156146"
"189.6","6.173778","3.159479"
"189.8","6.17578","3.162792"
"190","6.177124","3.166083"
"190.2","6.1795","3.169437"
"190.4","6.182901","3.172792"
"190.6","6.185412","3.176125"
"190.8","6.187057","3.179458"
"191","6.189624","3.182792"
"191.2","6.191937","3.186104"
"191.4","6.193844","3.189437"
"191.6","6.196769","3.192792"
"191.8","6.199622","3.196125"
"192","6.201116","3.199458"
"192.2","6.203397","3.202792"
"192.4","6.204978","3.206104"
"192.6","6.206759","3.209437"
"192.8","6.209485","3.212792"
"193","6.212592","3.216146"
"193.2","6.214102","3.219458"
"193.4","6.21601","3.222792"
"193.6","6.217941","3.226104"
"193.8","6.220118","3.229437"
"194","6.222764","3.232771"
"194.2","6.22553","3.236125"
"194.4","6.227676","3.239458"
"194.6","6.229528","3.242792"
"194.8","6.231841","3.246125"
"195","6.233191","3.249438"
"195.2","6.235758","3.252771"
"195.4","6.239311","3.256146"
"195.6","6.241131","3.259479"
"195.8","6.243173","3.262812"
"196","6.24516","3.266125"
"196.2","6.246924","3.269438"
"196.4","6.248895","3.272771"
"196.6","6.251462","3.276125"
"196.8","6.254395","3.279479"
"197","6.25596","3.282792"
"197.2","6.25813","3.286125"
"197.4","6.259934","3.289438"
"197.6","6.261142","3.29275"
"197.8","6.264067","3.296125"
"198","6.26711","3.299458"
"198.2","6.268811","3.302792"
"198.4","6.270862","3.306125"
"198.6","6.272761","3.309458"
"198.8","6.274509","3.312771"
"199","6.277275","3.316125"
"199.2","6.279842","3.319458"
"199.4","6.281511","3.322792"
"199.6","6.28349","3.326146"
"199.8","6.285842","3.329458"
"200","6.287018","3.33275"
"200.2","6.289633","3.336104"
"200.4","6.292486","3.339479"
"200.6","6.294981","3.342792"
"200.8","6.296674","3.346125"
"201","6.298614","3.349458"
"201.2","6.30041","3.352771"
"201.4","6.302389","3.356104"
"201.6","6.305464","3.359458"
"201.8","6.307435","3.362813"
"202","6.309422","3.366146"
"202.2","6.311464","3.369458"
"202.4","6.312951","3.372771"
"202.6","6.31446","3.376083"
"202.8","6.317099","3.379458"
"203","6.319809","3.382813"
"203.2","6.32147","3.386125"
"203.4","6.32321","3.389458"
"203.6","6.325189","3.392792"
"203.8","6.326684","3.396104"
"204","6.328646","3.399458"
"204.2","6.331333","3.402812"
"204.4","6.333184","3.406125"
"204.6","6.335274","3.409479"
"204.8","6.337039","3.412792"
"205","6.338128","3.416083"
"205.2","6.340424","3.419437"
"205.4","6.343714","3.422812"
"205.6","6.345566","3.426125"
"205.8","6.347156","3.429458"
"206","6.349468","3.432792"
"206.2","6.351399","3.436104"
"206.4","6.353036","3.439437"
"206.6","6.355842","3.442792"
"206.8","6.358147","3.446146"
"207","6.36007","3.449479"
"207.2","6.361842","3.452812"
"207.4","6.363233","3.456104"
"207.6","6.364528","3.459417"
"207.8","6.367095","3.462792"
"208","6.369503","3.466146"
"208.2","6.371275","3.469458"
"208.4","6.372754","3.472792"
"208.6","6.374876","3.476125"
"208.8","6.3761","3.479437"
"209","6.378714","3.482792"
"209.2","6.381186","3.486125"
"209.4","6.383085","3.489458"
"209.6","6.384722","3.492792"
"209.8","6.386813","3.496125"
"210","6.388172","3.499438"
"210.2","6.390023","3.502771"
"210.4","6.393226","3.506146"
"210.6","6.394974","3.509458"
"210.8","6.396612","3.512792"
"211","6.398487","3.516125"
"211.2","6.399759","3.519438"
"211.4","6.401944","3.522771"
"211.6","6.404289","3.526125"
"211.8","6.406339","3.529479"
"212","6.407809","3.532792"
"212.2","6.409629","3.536125"
"212.4","6.411203","3.539438"
"212.6","6.41249","3.54275"
"212.8","6.4152","3.546125"
"213","6.417712","3.549458"
"213.2","6.419047","3.552792"
"213.4","6.420597","3.556125"
"213.6","6.422678","3.559438"
"213.8","6.423966","3.562771"
"214","6.426048","3.566125"
"214.2","6.428448","3.569479"
"214.4","6.430729","3.572792"
"214.6","6.432319","3.576125"
"214.8","6.434313","3.579458"
"215","6.434623","3.582771"
"215.2","6.436777","3.586104"
"215.4","6.439495","3.589479"
"215.6","6.441291","3.592792"
"215.8","6.443071","3.596125"
"216","6.445035","3.599458"
"216.2","6.44652","3.602771"
"216.4","6.448364","3.606104"
"216.6","6.45121","3.609479"
"216.8","6.45291","3.612792"
"217","6.454643","3.616125"
"217.2","6.456415","3.619458"
"217.4","6.457829","3.622771"
"217.6","6.459633","3.626083"
"217.8","6.461906","3.629458"
"218","6.464219","3.632813"
"218.2","6.465816","3.636125"
"218.4","6.467644","3.639479"
"218.6","6.468829","3.642792"
"218.8","6.470195","3.646104"
"219","6.472055","3.649458"
"219.2","6.474408","3.652812"
"219.4","6.476291","3.656146"
"219.6","6.477348","3.659479"
"219.8","6.47943","3.662792"
"220","6.480249","3.666083"
"220.2","6.48222","3.669437"
"220.4","6.484962","3.672812"
"220.6","6.486583","3.676125"
"220.8","6.488045","3.679458"
"221","6.490096","3.682792"
"221.2","6.491931","3.686104"
"221.4","6.493083","3.689437"
"221.6","6.496016","3.692792"
"221.8","6.498106","3.696146"
"222","6.499481","3.699458"
"222.2","6.501142","3.702792"
"222.4","6.502215","3.706104"
"222.6","6.50355","3.709417"
"222.8","6.505982","3.712792"
"223","6.508366","3.716125"
"223.2","6.509654","3.719458"
"223.4","6.511497","3.722792"
"223.6","6.512928","3.726104"
"223.8","6.514112","3.729417"
"224","6.516059","3.732771"
"224.2","6.518404","3.736146"
"224.4","6.52016","3.739458"
"224.6","6.521678","3.742792"
"224.8","6.523228","3.746125"
"225","6.524531","3.749438"
"225.2","6.526557","3.752771"
"225.4","6.528942","3.756146"
"225.6","6.529935","3.759479"
"225.8","6.53166","3.762812"
"226","6.533655","3.766125"
"226.2","6.534561","3.769438"
"226.4","6.536063","3.772771"
"226.6","6.537604","3.776125"
"226.8","6.540108","3.779458"
"227","6.541339","3.782792"
"227.2","6.543326","3.786125"
"227.4","6.543946","3.789438"
"227.6","6.545178","3.79275"
"227.8","6.547554","3.796125"
"228","6.549891","3.799458"
"228.2","6.551298","3.802792"
"228.4","6.552887","3.806125"
"228.6","6.55481","3.809438"
"228.8","6.555629","3.812771"
"229","6.557719","3.816125"
"229.2","6.559738","3.819479"
"229.4","6.561359","3.822792"
"229.6","6.563743","3.826125"
"229.8","6.565134","3.829458"
"230","6.565753","3.83275"
"230.2","6.568098","3.836083"
"230.4","6.570562","3.839479"
"230.6","6.572159","3.842792"
"230.8","6.573518","3.846125"
"231","6.57498","3.849458"
"231.2","6.575815","3.852771"
"231.4","6.577381","3.856104"
"231.6","6.579995","3.859479"
"231.8","6.582078","3.862813"
"232","6.583174","3.866125"
"232.2","6.584573","3.869479"
"232.4","6.585813","3.872771"
"232.6","6.586774","3.876104"
"232.8","6.589103","3.879458"
"233","6.591415","3.882813"
"233.2","6.592544","3.886125"
"233.4","6.593625","3.889479"
"233.6","6.595508","3.892792"
"233.8","6.596565","3.896104"
"234","6.597765","3.899458"
"234.2","6.600133","3.902812"
"234.4","6.601572","3.906125"
"234.6","6.603281","3.909479"
"234.8","6.604894","3.912792"
"235","6.605514","3.916083"
"235.2","6.607636","3.919437"
"235.4","6.610163","3.922792"
"235.6","6.611419","3.926125"
"235.8","6.612579","3.929458"
"236","6.6142","3.932792"
"236.2","6.615392","3.936125"
"236.4","6.616879","3.939437"
"236.6","6.618579","3.942792"
"236.8","6.620741","3.946146"
"237","6.622036","3.949479"
"237.2","6.6233","3.952812"
"237.4","6.624802","3.956104"
"237.6","6.625795","3.959417"
"237.8","6.627671","3.962792"
"238","6.630007","3.966146"
"238.2","6.631152","3.969458"
"238.4","6.632781","3.972792"
"238.6","6.633925","3.976104"
"238.8","6.635284","3.979417"
"239","6.636818","3.982771"
"239.2","6.638972","3.986146"
"239.4","6.640315","3.989458"
"239.6","6.641611","3.992792"
"239.8","6.642787","3.996125"
"240","6.64347","3.999438"
"240.2","6.645489","4.002791"
"240.4","6.647515","4.006146"
"240.6","6.649391","4.009479"
"240.8","6.649908","4.012813"
"241","6.65187","4.016125"
"241.2","6.652665","4.019437"
"241.4","6.653857","4.022771"
"241.6","6.655685","4.026146"
"241.8","6.657568","4.029479"
"242","6.658491","4.032792"
"242.2","6.660358","4.036125"
"242.4","6.661042","4.039437"
"242.6","6.661701","4.04275"
"242.8","6.664077","4.046125"
"243","6.666025","4.049479"
"243.2","6.667455","4.052792"
"243.4","6.668345","4.056125"
"243.6","6.669561","4.059437"
"243.8","6.670817","4.062771"
"244","6.67278","4.066125"
"244.2","6.674465","4.069479"
"244.4","6.6758","4.072792"
"244.6","6.67754","4.076146"
"244.8","6.678709","4.079458"
"245","6.679209","4.082771"
"245.2","6.680894","4.086104"
"245.4","6.682968","4.089458"
"245.6","6.684597","4.092792"
"245.8","6.685495","4.096125"
"246","6.687275","4.099458"
"246.2","6.68838","4.102771"
"246.4","6.689867","4.106104"
"246.6","6.692266","4.109458"
"246.8","6.694087","4.112792"
"247","6.694993","4.116125"
"247.2","6.696757","4.119458"
"247.4","6.697377","4.122771"
"247.6","6.698728","4.126104"
"247.8","6.700245","4.129479"
"248","6.702916","4.132813"
"248.2","6.703337","4.136125"
"248.4","6.704918","4.139479"
"248.6","6.705721","4.142792"
"248.8","6.706532","4.146104"
"249","6.707922","4.149458"
"249.2","6.709774","4.152812"
"249.4","6.710855","4.156146"
"249.6","6.71219","4.159479"
"249.8","6.713065","4.162792"
"250","6.713907","4.166104"
"250.2","6.715576","4.169437"
"250.4","6.717984","4.172812"
"250.6","6.7192","4.176125"
"250.8","6.720018","4.179458"
"251","6.722228","4.182792"
"251.2","6.723046","4.186104"
"251.4","6.723825","4.189437"
"251.6","6.726217","4.192812"
"251.8","6.728021","4.196146"
"252","6.72907","4.199458"
"252.2","6.730151","4.202813"
"252.4","6.730851","4.206125"
"252.6","6.731534","4.209416"
"252.8","6.7336","4.212791"
"253","6.735889","4.216146"
"253.2","6.736549","4.219458"
"253.4","6.737741","4.222792"
"253.6","6.738774","4.226104"
"253.8","6.739759","4.229417"
"254","6.741611","4.232771"
"254.2","6.74367","4.236125"
"254.4","6.744822","4.239458"
"254.6","6.74572","4.242792"
"254.8","6.747103","4.246125"
"255","6.747969","4.249437"
"255.2","6.749066","4.252771"
"255.4","6.751442","4.256146"
"255.6","6.752101","4.259479"
"255.8","6.753286","4.262813"
"256","6.755074","4.266125"
"256.2","6.755797","4.269437"
"256.4","6.756655","4.272771"
"256.6","6.758507","4.276125"
"256.8","6.760359","4.279459"
"257","6.760947","4.282792"
"257.2","6.762457","4.286125"
"257.4","6.762775","4.289437"
"257.6","6.763879","4.29275"
"257.8","6.765628","4.296125"
"258","6.767861","4.299479"
"258.2","6.768695","4.302792"
"258.4","6.76988","4.306125"
"258.6","6.770674","4.309458"
"258.8","6.772065","4.31275"
"259","6.773456","4.316125"
"259.2","6.774839","4.319479"
"259.4","6.776062","4.322792"
"259.6","6.777215","4.326146"
"259.8","6.778789","4.329458"
"260","6.778884","4.33275"
"260.2","6.780132","4.336104"
"260.4","6.782603","4.339479"
"260.6","6.783962","4.342792"
"260.8","6.784646","4.346125"
"261","6.785997","4.349458"
"261.2","6.786537","4.352771"
"261.4","6.787547","4.356083"
"261.6","6.789986","4.359458"
"261.8","6.79129","4.362792"
"262","6.792291","4.366125"
"262.2","6.793396","4.369458"
"262.4","6.79392","4.372771"
"262.6","6.795088","4.376104"
"262.8","6.797004","4.379458"
"263","6.798816","4.382813"
"263.2","6.79934","4.386125"
"263.4","6.800254","4.389479"
"263.6","6.801502","4.392792"
"263.8","6.801971","4.396104"
"264","6.80329","4.399458"
"264.2","6.804863","4.402812"
"264.4","6.805849","4.406125"
"264.6","6.807486","4.409479"
"264.8","6.808058","4.412771"
"265","6.808647","4.416104"
"265.2","6.810021","4.419437"
"265.4","6.812223","4.422812"
"265.6","6.813248","4.426125"
"265.8","6.814059","4.429458"
"266","6.815497","4.432792"
"266.2","6.816451","4.436104"
"266.4","6.817325","4.439437"
"266.6","6.818994","4.442791"
"266.8","6.82044","4.446125"
"267","6.82137","4.449479"
"267.2","6.822705","4.452792"
"267.4","6.82323","4.456104"
"267.6","6.823619","4.459416"
"267.8","6.825129","4.462791"
"268","6.827188","4.466146"
"268.2","6.827664","4.469458"
"268.4","6.829008","4.472792"
"268.6","6.830064","4.476104"
"268.8","6.83043","4.479437"
"269","6.83194","4.482771"
"269.2","6.833601","4.486146"
"269.4","6.834531","4.489458"
"269.6","6.835429","4.492792"
"269.8","6.836812","4.496125"
"270","6.837042","4.499417"
"270.2","6.838187","4.502771"
"270.4","6.840316","4.506146"
"270.6","6.84127","4.509479"
"270.8","6.842001","4.512792"
"271","6.843662","4.516146"
"271.2","6.843742","4.519437"
"271.4","6.844465","4.522771"
"271.6","6.846237","4.526125"
"271.8","6.847429","4.529479"
"272","6.848621","4.532792"
"272.2","6.849638","4.536146"
"272.4","6.850036","4.539417"
"272.6","6.850632","4.54275"
"272.8","6.852619","4.546125"
"273","6.854272","4.549479"
"273.2","6.854749","4.552792"
"273.4","6.855806","4.556125"
"273.6","6.856855","4.559437"
"273.8","6.857729","4.562771"
"274","6.859318","4.566125"
"274.2","6.860503","4.569479"
"274.4","6.861083","4.572792"
"274.6","6.862625","4.576125"
"274.8","6.863125","4.579458"
"275","6.863721","4.58275"
"275.2","6.8652","4.586104"
"275.4","6.866884","4.589479"
"275.6","6.868044","4.592792"
"275.8","6.868776","4.596125"
"276","6.870262","4.599458"
"276.2","6.870929","4.602771"
"276.4","6.871939","4.606104"
"276.6","6.873973","4.609458"
"276.8","6.875578","4.612792"
"277","6.876675","4.616125"
"277.2","6.877422","4.619458"
"277.4","6.878273","4.622771"
"277.6","6.878773","4.626083"
"277.8","6.880609","4.629458"
"278","6.882175","4.632813"
"278.2","6.882882","4.636125"
"278.4","6.883605","4.639479"
"278.6","6.884416","4.642792"
"278.8","6.884869","4.646104"
"279","6.886005","4.649458"
"279.2","6.887206","4.652812"
"279.4","6.887984","4.656125"
"279.6","6.889009","4.659479"
"279.8","6.889542","4.662792"
"280","6.889907","4.666083"
"280.2","6.890988","4.669437"
"280.4","6.892705","4.672812"
"280.6","6.893969","4.676125"
"280.8","6.894517","4.679458"
"281","6.89536","4.682792"
"281.2","6.895956","4.686104"
"281.4","6.896806","4.689437"
"281.6","6.89884","4.692812"
"281.8","6.899476","4.696146"
"282","6.900104","4.699458"
"282.2","6.900827","4.702792"
"282.4","6.901336","4.706104"
"282.6","6.90186","4.709437"
"282.8","6.903473","4.712791"
"283","6.905111","4.716146"
"283.2","6.905707","4.719458"
"283.4","6.906581","4.722792"
"283.6","6.907058","4.726104"
"283.8","6.907829","4.729417"
"284","6.908902","4.732791"
"284.2","6.910697","4.736146"
"284.4","6.911564","4.739458"
"284.6","6.912231","4.742792"
"284.8","6.91305","4.746104"
"285","6.913161","4.749437"
"285.2","6.914496","4.752771"
"285.4","6.916968","4.756146"
"285.6","6.917596","4.759479"
"285.8","6.917795","4.762813"
"286","6.918732","4.766125"
"286.2","6.919233","4.769437"
"286.4","6.920314","4.772771"
"286.6","6.921808","4.776125"
"286.8","6.922921","4.779479"
"287","6.923977","4.782792"
"287.2","6.924184","4.786125"
"287.4","6.925058","4.789437"
"287.6","6.925416","4.79275"
"287.8","6.926743","4.796125"
"288","6.928635","4.799459"
"288.2","6.928992","4.802792"
"288.4","6.929954","4.806125"
"288.6","6.93055","4.809437"
"288.8","6.93109","4.812771"
"289","6.932505","4.816125"
"289.2","6.933904","4.819458"
"289.4","6.934619","4.822792"
"289.6","6.935462","4.826125"
"289.8","6.936184","4.829458"
"290","6.936296","4.83275"
"290.2","6.937178","4.836104"
"290.4","6.939355","4.839479"
"290.6","6.940309","4.842792"
"290.8","6.94116","4.846125"
"291","6.941835","4.849458"
"291.2","6.942376","4.852771"
"291.4","6.943019","4.856104"
"291.6","6.944489","4.859458"
"291.8","6.94627","4.862813"
"292","6.946603","4.866125"
"292.2","6.947454","4.869458"
"292.4","6.94778","4.872771"
"292.6","6.948105","4.876083"
"292.8","6.949941","4.879458"
"293","6.951308","4.882813"
"293.2","6.951737","4.886125"
"293.4","6.952524","4.889479"
"293.6","6.953534","4.892792"
"293.8","6.953534","4.896104"
"294","6.954829","4.899458"
"294.2","6.956259","4.902812"
"294.4","6.956728","4.906146"
"294.6","6.957523","4.909479"
"294.8","6.958374","4.912792"
"295","6.95831","4.916083"
"295.2","6.959025","4.919437"
"295.4","6.960782","4.922812"
"295.6","6.961354","4.926125"
"295.8","6.962005","4.929458"
"296","6.963142","4.932792"
"296.2","6.963706","4.936104"
"296.4","6.964334","4.939437"
"296.6","6.965765","4.942791"
"296.8","6.966662","4.946146"
"297","6.9671","4.949479"
"297.2","6.967839","4.952792"
"297.4","6.968173","4.956104"
"297.6","6.968427","4.959416"
"297.8","6.969722","4.962771"
"298","6.971423","4.966146"
"298.2","6.97194","4.969458"
"298.4","6.972519","4.972792"
"298.6","6.973108","4.976104"
"298.8","6.973577","4.979417"
"299","6.974784","4.982771"
"299.2","6.97616","4.986125"
"299.4","6.976819","4.989458"
"299.6","6.977574","4.992792"
"299.8","6.978265","4.996125"
"300","6.978218","4.999437"
"300.2","6.979036","5.002771"
"300.4","6.980697","5.006146"
"300.6","6.98146","5.009479"
"300.8","6.981985","5.012813"
"301","6.982803","5.016125"
"301.2","6.983066","5.019437"
"301.4","6.983741","5.022771"
"301.6","6.984695","5.026146"
"301.8","6.986181","5.029479"
"302","6.986372","5.032813"
"302.2","6.986976","5.036125"
"302.4","6.986991","5.039437"
"302.6","6.987643","5.04275"
"302.8","6.989495","5.046125"
"303","6.990751","5.049479"
"303.2","6.991124","5.052792"
"303.4","6.991299","5.056125"
"303.6","6.992316","5.059437"
"303.8","6.992587","5.062771"
"304","6.993731","5.066104"
"304.2","6.994947","5.069479"
"304.4","6.995408","5.072813"
"304.6","6.995813","5.076146"
"304.8","6.996886","5.079458"
"305","6.996727","5.08275"
"305.2","6.99757","5.086104"
"305.4","6.999278","5.089479"
"305.6","7.000144","5.092792"
"305.8","7.000224","5.096125"
"306","7.001194","5.099458"
"306.2","7.001901","5.102771"
"306.4","7.002243","5.106104"
"306.6","7.003745","5.109458"
"306.8","7.004857","5.112813"
"307","7.004905","5.116125"
"307.2","7.006017","5.119458"
"307.4","7.00624","5.122771"
"307.6","7.006653","5.126104"
"307.8","7.007805","5.129458"
"308","7.009315","5.132813"
"308.2","7.009617","5.136125"
"308.4","7.009999","5.139479"
"308.6","7.010388","5.142792"
"308.8","7.010388","5.146104"
"309","7.011271","5.149458"
"309.2","7.012621","5.152812"
"309.4","7.013258","5.156146"
"309.6","7.013639","5.159479"
"309.8","7.01379","5.162792"
"310","7.013631","5.166104"
"310.2","7.014728","5.169437"
"310.4","7.01681","5.172812"
"310.6","7.017144","5.176125"
"310.8","7.017708","5.179458"
"311","7.018232","5.182792"
"311.2","7.018813","5.186104"
"311.4","7.019329","5.189437"
"311.6","7.021085","5.192791"
"311.8","7.021944","5.196125"
"312","7.022198","5.199458"
"312.2","7.023247","5.202813"
"312.4","7.023128","5.206104"
"312.6","7.02308","5.209416"
"312.8","7.024137","5.212791"
"313","7.025743","5.216125"
"313.2","7.025877","5.219458"
"313.4","7.026927","5.222792"
"313.6","7.027483","5.226104"
"313.8","7.027268","5.229417"
"314","7.028413","5.232771"
"314.2","7.029668","5.236146"
"314.4","7.030042","5.239458"
"314.6","7.030559","5.242792"
"314.8","7.031131","5.246125"
"315","7.031345","5.249437"
"315.2","7.032275","5.252771"
"315.4","7.033595","5.256146"
"315.6","7.034334","5.259479"
"315.8","7.03458","5.262792"
"316","7.035136","5.266125"
"316.2","7.035128","5.269437"
"316.4","7.035573","5.272771"
"316.6","7.036734","5.276125"
"316.8","7.037798","5.279479"
"317","7.038045","5.282792"
"317.2","7.038935","5.286125"
"317.4","7.038943","5.289437"
"317.6","7.038943","5.29275"
"317.8","7.040175","5.296125"
"318","7.041224","5.299459"
"318.2","7.041589","5.302792"
"318.4","7.041875","5.306125"
"318.6","7.042336","5.309437"
"318.8","7.042519","5.312771"
"319","7.043544","5.316125"
"319.2","7.044744","5.319479"
"319.4","7.045054","5.322792"
"319.6","7.045579","5.326125"
"319.8","7.046572","5.329458"
"320","7.046231","5.33275"
"320.2","7.047001","5.336104"
"320.4","7.04867","5.339479"
"320.6","7.049632","5.342792"
"320.8","7.049839","5.346125"
"321","7.050371","5.349458"
"321.2","7.050522","5.352771"
"321.4","7.051245","5.356104"
"321.6","7.052485","5.359479"
"321.8","7.053351","5.362792"
"322","7.05351","5.366125"
"322.2","7.054424","5.369458"
"322.4","7.054321","5.372771"
"322.6","7.05421","5.376104"
"322.8","7.055386","5.379458"
"323","7.056395","5.382813"
"323.2","7.056284","5.386125"
"323.4","7.0568","5.389458"
"323.6","7.05688","5.392792"
"323.8","7.057071","5.396104"
"324","7.058056","5.399458"
"324.2","7.059153","5.402812"
"324.4","7.059431","5.406125"
"324.6","7.059789","5.409458"
"324.8","7.059995","5.412792"
"325","7.059988","5.416104"
"325.2","7.060329","5.419437"
"325.4","7.06199","5.422812"
"325.6","7.06261","5.426125"
"325.8","7.062221","5.429458"
"326","7.063333","5.432792"
"326.2","7.063413","5.436104"
"326.4","7.063762","5.439437"
"326.6","7.065121","5.442812"
"326.8","7.066011","5.446146"
"327","7.066226","5.449479"
"327.2","7.066631","5.452813"
"327.4","7.066512","5.456104"
"327.6","7.066735","5.459416"
"327.8","7.067633","5.462791"
"328","7.068944","5.466146"
"328.2","7.069293","5.469458"
"328.4","7.069445","5.472792"
"328.6","7.069588","5.476104"
"328.8","7.070025","5.479416"
"329","7.070827","5.482771"
"329.2","7.071805","5.486146"
"329.4","7.072282","5.489458"
"329.6","7.072616","5.492792"
"329.8","7.072997","5.496125"
"330","7.072767","5.499417"
"330.2","7.073426","5.502771"
"330.4","7.075","5.506146"
"330.6","7.075047","5.509458"
"330.8","7.075429","5.512792"
"331","7.075842","5.516125"
"331.2","7.076041","5.519437"
"331.4","7.076398","5.522771"
"331.6","7.076669","5.526125"
"331.8","7.077877","5.529479"
"332","7.078036","5.532813"
"332.2","7.078815","5.536125"
"332.4","7.078608","5.539437"
"332.6","7.077789","5.54275"
"332.8","7.07922","5.546125"
"333","7.080738","5.549479"
"333.2","7.080579","5.552792"
"333.4","7.081016","5.556125"
"333.6","7.081501","5.559458"
"333.8","7.081612","5.562771"
"334","7.082168","5.566104"
"334.2","7.083011","5.569458"
"334.4","7.083567","5.572792"
"334.6","7.084457","5.576146"
"334.8","7.084362","5.579458"
"335","7.083988","5.582771"
"335.2","7.084306","5.586104"
"335.4","7.085705","5.589458"
"335.6","7.086039","5.592792"
"335.8","7.086253","5.596125"
"336","7.087048","5.599458"
"336.2","7.087008","5.602771"
"336.4","7.08762","5.606104"
"336.6","7.088637","5.609458"
"336.8","7.089225","5.612792"
"337","7.089567","5.616125"
"337.2","7.090513","5.619458"
"337.4","7.090394","5.622771"
"337.6","7.090449","5.626104"
"337.8","7.091395","5.629458"
"338","7.092619","5.632813"
"338.2","7.092682","5.636125"
"338.4","7.092794","5.639479"
"338.6","7.092802","5.642792"
"338.8","7.0925","5.646104"
"339","7.093048","5.649437"
"339.2","7.094383","5.652812"
"339.4","7.094383","5.656146"
"339.6","7.094836","5.659479"
"339.8","7.094876","5.662792"
"340","7.094161","5.666104"
"340.2","7.09482","5.669437"
"340.4","7.096171","5.672812"
"340.6","7.096672","5.676125"
"340.8","7.096728","5.679458"
"341","7.09734","5.682792"
"341.2","7.09753","5.686104"
"341.4","7.09788","5.689437"
"341.6","7.099215","5.692791"
"341.8","7.099819","5.696125"
"342","7.100209","5.699479"
"342.2","7.100996","5.702813"
"342.4","7.100558","5.706104"
"342.6","7.10032","5.709437"
"342.8","7.101258","5.712791"
"343","7.102323","5.716125"
"343.2","7.102394","5.719458"
"343.4","7.102641","5.722792"
"343.6","7.102474","5.726104"
"343.8","7.102251","5.729437"
"344","7.103205","5.732771"
"344.2","7.10415","5.736125"
"344.4","7.104198","5.739458"
"344.6","7.104397","5.742792"
"344.8","7.104953","5.746125"
"345","7.104357","5.749417"
"345.2","7.104763","5.752771"
"345.4","7.106026","5.756146"
"345.6","7.10601","5.759479"
"345.8","7.106058","5.762792"
"346","7.106765","5.766146"
"346.2","7.106423","5.769437"
"346.4","7.106066","5.772771"
"346.6","7.10698","5.776125"
"346.8","7.108045","5.779479"
"347","7.108077","5.782792"
"347.2","7.107997","5.786125"
"347.4","7.108037","5.789437"
"347.6","7.10779","5.79275"
"347.8","7.109483","5.796125"
"348","7.109777","5.799479"
"348.2","7.109936","5.802792"
"348.4","7.110318","5.806125"
"348.6","7.110047","5.809458"
"348.8","7.11019","5.812771"
"349","7.110747","5.816104"
"349.2","7.111979","5.819479"
"349.4","7.111597","5.822792"
"349.6","7.111756","5.826146"
"349.8","7.112161","5.829458"
"350","7.111772","5.83275"
"350.2","7.112416","5.836104"
"350.4","7.113791","5.839479"
"350.6","7.114387","5.842792"
"350.8","7.114291","5.846125"
"351","7.114482","5.849458"
"351.2","7.114164","5.852771"
"351.4","7.114617","5.856083"
"351.6","7.115579","5.859458"
"351.8","7.116071","5.862813"
