"1 _ 1",,
"時間","試験力","ストローク"
"sec","kN","mm"
"175.2","10.59823","5.838896"
"175.4","10.60646","5.845583"
"175.6","10.61074","5.852229"
"175.8","10.61422","5.858875"
"176","10.62202","5.865583"
"176.2","10.62661","5.872229"
"176.4","10.6298","5.878833"
"176.6","10.63947","5.885583"
"176.8","10.64288","5.89225"
"177","10.64691","5.898854"
"177.2","10.65516","5.905604"
"177.4","10.6598","5.91225"
"177.6","10.66257","5.918833"
"177.8","10.67181","5.925604"
"178","10.67638","5.93225"
"178.2","10.68034","5.938833"
"178.4","10.68792","5.945583"
"178.6","10.69314","5.952271"
"178.8","10.69651","5.958854"
"179","10.70326","5.965604"
"179.2","10.70905","5.97225"
"179.4","10.71348","5.978875"
"179.6","10.71823","5.985583"
"179.8","10.72459","5.99225"
"180","10.72933","5.998875"
"180.2","10.73279","6.005562"
"180.4","10.74167","6.01225"
"180.6","10.74577","6.018896"
"180.8","10.75037","6.025562"
"181","10.75789","6.03225"
"181.2","10.76172","6.038917"
"181.4","10.76411","6.045521"
"181.6","10.77306","6.05225"
"181.8","10.77724","6.058896"
"182","10.78018","6.0655"
"182.2","10.78848","6.07225"
"182.4","10.79257","6.078896"
"182.6","10.79533","6.0855"
"182.8","10.8047","6.092292"
"183","10.80801","6.098917"
"183.2","10.81217","6.105521"
"183.4","10.81855","6.112271"
"183.6","10.82366","6.118917"
"183.8","10.82657","6.1255"
"184","10.83333","6.13225"
"184.2","10.83895","6.138896"
"184.4","10.84346","6.145521"
"184.6","10.84852","6.15225"
"184.8","10.85496","6.158937"
"185","10.85868","6.165542"
"185.2","10.86245","6.172208"
"185.4","10.87066","6.178896"
"185.6","10.87519","6.185563"
"185.8","10.87907","6.192208"
"186","10.88701","6.198916"
"186.2","10.89071","6.205583"
"186.4","10.89394","6.212208"
"186.6","10.90277","6.218937"
"186.8","10.90656","6.225583"
"187","10.90937","6.232187"
"187.2","10.91704","6.238958"
"187.4","10.92162","6.245604"
"187.6","10.92376","6.252167"
"187.8","10.93207","6.258937"
"188","10.93626","6.265563"
"188.2","10.94038","6.272187"
"188.4","10.94693","6.278937"
"188.6","10.9523","6.285604"
"188.8","10.95538","6.292187"
"189","10.96159","6.298917"
"189.2","10.96735","6.305562"
"189.4","10.97129","6.312187"
"189.6","10.97647","6.318896"
"189.8","10.98266","6.325583"
"190","10.98699","6.332208"
"190.2","10.99112","6.338917"
"190.4","10.99819","6.345583"
"190.6","11.00223","6.352229"
"190.8","11.0049","6.358875"
"191","11.01252","6.365583"
"191.2","11.01603","6.372229"
"191.4","11.01854","6.378854"
"191.6","11.02753","6.385583"
"191.8","11.03019","6.39225"
"192","11.03404","6.398854"
"192.2","11.04155","6.405604"
"192.4","11.04598","6.412271"
"192.6","11.04793","6.418833"
"192.8","11.05676","6.425604"
"193","11.06065","6.432229"
"193.2","11.06498","6.438854"
"193.4","11.07166","6.445604"
"193.6","11.0765","6.45225"
"193.8","11.08022","6.458854"
"194","11.08642","6.465604"
"194.2","11.0912","6.47225"
"194.4","11.0954","6.478896"
"194.6","11.10002","6.485604"
"194.8","11.10625","6.492271"
"195","11.10989","6.498875"
"195.2","11.11391","6.505583"
"195.4","11.12115","6.51225"
"195.6","11.12455","6.518896"
"195.8","11.12835","6.525562"
"196","11.13582","6.532271"
"196.2","11.13946","6.538896"
"196.4","11.1414","6.5455"
"196.6","11.15023","6.55225"
"196.8","11.15386","6.558917"
"197","11.15641","6.5655"
"197.2","11.16388","6.572271"
"197.4","11.16811","6.578917"
"197.6","11.17036","6.5855"
"197.8","11.17845","6.592271"
"198","11.18187","6.598917"
"198.2","11.18534","6.605521"
"198.4","11.19161","6.61225"
"198.6","11.19629","6.618917"
"198.8","11.1994","6.625479"
"199","11.20578","6.632271"
"199.2","11.21039","6.638896"
"199.4","11.21431","6.645542"
"199.6","11.21894","6.65225"
"199.8","11.2248","6.658937"
"200","11.22909","6.665542"
"200.2","11.23151","6.672208"
"200.4","11.24001","6.678896"
"200.6","11.24334","6.685542"
"200.8","11.24659","6.692208"
"201","11.25447","6.698916"
"201.2","11.25872","6.705563"
"201.4","11.26056","6.712208"
"201.6","11.26893","6.718958"
"201.8","11.27199","6.725604"
"202","11.27431","6.732187"
"202.2","11.28147","6.738937"
"202.4","11.28561","6.745604"
"202.6","11.28692","6.752167"
"202.8","11.29483","6.758937"
"203","11.29827","6.765583"
"203.2","11.30233","6.772187"
"203.4","11.30815","6.778937"
"203.6","11.31287","6.785604"
"203.8","11.31585","6.792167"
"204","11.3212","6.798917"
"204.2","11.32636","6.805562"
"204.4","11.32997","6.812187"
"204.6","11.3347","6.818896"
"204.8","11.34027","6.825562"
"205","11.34419","6.832188"
"205.2","11.34826","6.838917"
"205.4","11.35533","6.845583"
"205.6","11.35841","6.852229"
"205.8","11.36162","6.858875"
"206","11.36884","6.865583"
"206.2","11.37237","6.872229"
"206.4","11.37429","6.878854"
"206.6","11.3829","6.885583"
"206.8","11.3861","6.89225"
"207","11.38898","6.898854"
"207.2","11.39588","6.905604"
"207.4","11.39982","6.91225"
"207.6","11.40227","6.918833"
"207.8","11.40992","6.925604"
"208","11.41308","6.932229"
"208.2","11.41653","6.938854"
"208.4","11.42351","6.945604"
"208.6","11.42752","6.95225"
"208.8","11.43045","6.958854"
"209","11.43609","6.965604"
"209.2","11.44051","6.97225"
"209.4","11.44408","6.978875"
"209.6","11.44809","6.985583"
"209.8","11.45383","6.992271"
"210","11.45712","6.998875"
"210.2","11.46041","7.005562"
"210.4","11.4677","7.01225"
"210.6","11.47109","7.018896"
"210.8","11.4741","7.025562"
"211","11.48125","7.03225"
"211.2","11.48535","7.038917"
"211.4","11.48601","7.0455"
"211.6","11.49398","7.05225"
"211.8","11.49731","7.058896"
"212","11.49964","7.0655"
"212.2","11.5068","7.072271"
"212.4","11.51028","7.078917"
"212.6","11.51265","7.0855"
"212.8","11.52022","7.092291"
"213","11.52291","7.098917"
"213.2","11.52569","7.105521"
"213.4","11.53221","7.112271"
"213.6","11.53647","7.118917"
"213.8","11.53899","7.1255"
"214","11.54486","7.132271"
"214.2","11.54894","7.138896"
"214.4","11.55256","7.145542"
"214.6","11.55718","7.15225"
"214.8","11.56248","7.158937"
"215","11.56545","7.165542"
"215.2","11.56788","7.172229"
"215.4","11.57537","7.178896"
"215.6","11.57851","7.185563"
"215.8","11.58117","7.192187"
"216","11.58859","7.198916"
"216.2","11.59191","7.205563"
"216.4","11.5938","7.212208"
"216.6","11.60211","7.218958"
"216.8","11.60381","7.225604"
"217","11.60653","7.232208"
"217.2","11.61288","7.238937"
"217.4","11.61658","7.245604"
"217.6","11.61833","7.252167"
"217.8","11.62596","7.258937"
"218","11.62912","7.265583"
"218.2","11.63216","7.272187"
"218.4","11.63828","7.278937"
"218.6","11.64258","7.285604"
"218.8","11.64516","7.292167"
"219","11.65044","7.298917"
"219.2","11.65528","7.305583"
"219.4","11.6586","7.312187"
"219.6","11.6626","7.318917"
"219.8","11.66833","7.325583"
"220","11.67154","7.332188"
"220.2","11.67448","7.338896"
"220.4","11.68124","7.345583"
"220.6","11.6848","7.352229"
"220.8","11.68673","7.358875"
"221","11.69358","7.365583"
"221.2","11.69697","7.372229"
"221.4","11.6986","7.378833"
"221.6","11.70616","7.385583"
"221.8","11.70902","7.392229"
"222","11.71175","7.398854"
"222.2","11.71854","7.405583"
"222.4","11.72182","7.41225"
"222.6","11.72345","7.418833"
"222.8","11.73112","7.425604"
"223","11.73438","7.432229"
"223.2","11.73665","7.438833"
"223.4","11.74322","7.445604"
"223.6","11.74667","7.452271"
"223.8","11.74967","7.458854"
"224","11.75432","7.465604"
"224.2","11.75891","7.47225"
"224.4","11.76217","7.478896"
"224.6","11.76517","7.485583"
"224.8","11.77022","7.492271"
"225","11.77327","7.498875"
"225.2","11.77634","7.505562"
"225.4","11.78288","7.51225"
"225.6","11.78624","7.518896"
"225.8","11.7893","7.525542"
"226","11.79577","7.532271"
"226.2","11.79852","7.538917"
"226.4","11.79997","7.545521"
"226.6","11.8079","7.55225"
"226.8","11.8102","7.558917"
"227","11.81218","7.5655"
"227.2","11.81887","7.572271"
"227.4","11.82164","7.578917"
"227.6","11.82391","7.5855"
"227.8","11.83154","7.592291"
"228","11.83356","7.598917"
"228.2","11.83669","7.605521"
"228.4","11.84184","7.612271"
"228.6","11.84621","7.618917"
"228.8","11.84802","7.6255"
"229","11.8533","7.63225"
"229.2","11.85758","7.638896"
"229.4","11.86131","7.645542"
"229.6","11.86495","7.65225"
"229.8","11.87011","7.658916"
"230","11.8729","7.665542"
"230.2","11.87541","7.672208"
"230.4","11.88202","7.678896"
"230.6","11.8848","7.685542"
"230.8","11.88704","7.692208"
"231","11.89446","7.698916"
"231.2","11.89675","7.705563"
"231.4","11.89854","7.712208"
"231.6","11.90652","7.718958"
"231.8","11.90821","7.725583"
"232","11.90985","7.732208"
"232.2","11.91677","7.738958"
"232.4","11.91905","7.745604"
"232.6","11.92008","7.752167"
"232.8","11.92763","7.758958"
"233","11.93029","7.765583"
"233.2","11.9333","7.772187"
"233.4","11.93899","7.778937"
"233.6","11.94293","7.785583"
"233.8","11.94536","7.792167"
"234","11.95025","7.798917"
"234.2","11.95525","7.805562"
"234.4","11.95812","7.812187"
"234.6","11.96256","7.818917"
"234.8","11.96756","7.825583"
"235","11.9706","7.832229"
"235.2","11.97349","7.838896"
"235.4","11.97894","7.845583"
"235.6","11.98165","7.85225"
"235.8","11.98297","7.858875"
"236","11.9891","7.865583"
"236.2","11.99157","7.872229"
"236.4","11.99276","7.878854"
"236.6","12.001","7.885583"
"236.8","12.00364","7.892229"
"237","12.00621","7.898875"
"237.2","12.01258","7.905604"
"237.4","12.01616","7.912271"
"237.6","12.01674","7.918833"
"237.8","12.02341","7.925604"
"238","12.0266","7.93225"
"238.2","12.02918","7.938854"
"238.4","12.03518","7.945583"
"238.6","12.03872","7.95225"
"238.8","12.04112","7.958854"
"239","12.04567","7.965625"
"239.2","12.04928","7.97225"
"239.4","12.05228","7.978875"
"239.6","12.0554","7.985583"
"239.8","12.06054","7.992271"
"240","12.06308","7.998875"
"240.2","12.06575","8.005563"
"240.4","12.07212","8.01225"
"240.6","12.07458","8.018896"
"240.8","12.07689","8.025562"
"241","12.08353","8.032249"
"241.2","12.08597","8.038917"
"241.4","12.08677","8.0455"
"241.6","12.09416","8.05225"
"241.8","12.0964","8.058896"
"242","12.0981","8.0655"
"242.2","12.1051","8.07225"
"242.4","12.10781","8.078917"
"242.6","12.10942","8.0855"
"242.8","12.11611","8.092292"
"243","12.11867","8.098917"
"243.2","12.12091","8.105521"
"243.4","12.12579","8.11225"
"243.6","12.12945","8.118917"
"243.8","12.13126","8.1255"
"244","12.13613","8.132271"
"244.2","12.14008","8.138896"
"244.4","12.14298","8.145541"
"244.6","12.14633","8.15225"
"244.8","12.15106","8.158937"
"245","12.15319","8.165542"
"245.2","12.15565","8.172208"
"245.4","12.16191","8.178917"
"245.6","12.16472","8.185541"
"245.8","12.16702","8.192208"
"246","12.17349","8.198916"
"246.2","12.17633","8.205563"
"246.4","12.17733","8.212208"
"246.6","12.18516","8.218958"
"246.8","12.18726","8.225583"
"247","12.18822","8.232187"
"247.2","12.19455","8.238958"
"247.4","12.19699","8.245605"
"247.6","12.19785","8.252167"
"247.8","12.20478","8.258938"
"248","12.20698","8.265583"
"248.2","12.21001","8.272187"
"248.4","12.21492","8.278937"
"248.6","12.21853","8.285604"
"248.8","12.22007","8.292167"
"249","12.22486","8.298917"
"249.2","12.22893","8.305562"
"249.4","12.2315","8.312187"
"249.6","12.23533","8.318916"
"249.8","12.24006","8.325583"
"250","12.24283","8.332188"
"250.2","12.24507","8.338917"
"250.4","12.25044","8.345583"
"250.6","12.2531","8.352229"
"250.8","12.25497","8.358875"
"251","12.26099","8.365604"
"251.2","12.26287","8.372229"
"251.4","12.26394","8.378833"
"251.6","12.27098","8.385583"
"251.8","12.27279","8.392229"
"252","12.27514","8.398854"
"252.2","12.28143","8.405604"
"252.4","12.28411","8.41225"
"252.6","12.28496","8.418833"
"252.8","12.2923","8.425604"
"253","12.29427","8.432229"
"253.2","12.29647","8.438854"
"253.4","12.30201","8.445604"
"253.6","12.30491","8.45225"
"253.8","12.30685","8.458854"
"254","12.31163","8.465604"
"254.2","12.31468","8.47225"
"254.4","12.31717","8.478875"
"254.6","12.32033","8.485583"
"254.8","12.32508","8.49227"
"255","12.32691","8.498875"
"255.2","12.32904","8.505542"
"255.4","12.33566","8.51225"
"255.6","12.33867","8.518896"
"255.8","12.34071","8.525562"
"256","12.34699","8.532249"
"256.2","12.34931","8.538896"
"256.4","12.34968","8.5455"
"256.6","12.35732","8.55225"
"256.8","12.35931","8.558896"
"257","12.36084","8.5655"
"257.2","12.36721","8.57227"
"257.4","12.36976","8.578917"
"257.6","12.37055","8.5855"
"257.8","12.37636","8.592271"
"258","12.37818","8.598917"
"258.2","12.38008","8.605521"
"258.4","12.38483","8.61227"
"258.6","12.38794","8.618937"
"258.8","12.38938","8.6255"
"259","12.39395","8.632271"
"259.2","12.39781","8.638896"
"259.4","12.40035","8.645541"
"259.6","12.40377","8.65225"
"259.8","12.40872","8.658916"
"260","12.4108","8.665542"
"260.2","12.41264","8.672229"
"260.4","12.41846","8.678917"
"260.6","12.42069","8.685541"
"260.8","12.42223","8.692208"
"261","12.42841","8.698916"
"261.2","12.43064","8.705584"
"261.4","12.43118","8.712208"
"261.6","12.43804","8.718938"
"261.8","12.43962","8.725604"
"262","12.44066","8.732208"
"262.2","12.44699","8.738958"
"262.4","12.44963","8.745605"
"262.6","12.45037","8.752167"
"262.8","12.45708","8.758938"
"263","12.4592","8.765583"
"263.2","12.46153","8.772187"
"263.4","12.46668","8.778937"
"263.6","12.46924","8.785583"
"263.8","12.47119","8.792188"
"264","12.4752","8.798917"
"264.2","12.47915","8.805562"
"264.4","12.48146","8.812187"
"264.6","12.48452","8.818895"
"264.8","12.48908","8.825562"
"265","12.49129","8.832188"
"265.2","12.49394","8.838917"
"265.4","12.49947","8.845604"
"265.6","12.50145","8.852229"
"265.8","12.50267","8.858875"
"266","12.50858","8.865604"
"266.2","12.51045","8.872229"
"266.4","12.51124","8.878833"
"266.6","12.51802","8.885583"
"266.8","12.51966","8.89225"
"267","12.52183","8.898854"
"267.2","12.52809","8.905583"
"267.4","12.53034","8.91225"
"267.6","12.5309","8.918833"
"267.8","12.53799","8.925604"
"268","12.53928","8.932229"
"268.2","12.54226","8.938854"
"268.4","12.5468","8.945604"
"268.6","12.54963","8.95225"
"268.8","12.55105","8.958854"
"269","12.55569","8.965604"
"269.2","12.55891","8.97225"
"269.4","12.56114","8.978875"
"269.6","12.56325","8.985604"
"269.8","12.56768","8.992249"
"270","12.56996","8.998875"
"270.2","12.57227","9.005563"
"270.4","12.57761","9.012229"
"270.6","12.58013","9.018896"
"270.8","12.5821","9.025562"
"271","12.5878","9.03227"
"271.2","12.58945","9.038917"
"271.4","12.58973","9.0455"
"271.6","12.59677","9.052271"
"271.8","12.5976","9.058896"
"272","12.59935","9.0655"
"272.2","12.60506","9.07225"
"272.4","12.60722","9.078896"
"272.6","12.60815","9.0855"
"272.8","12.61495","9.092292"
"273","12.61628","9.098917"
"273.2","12.61828","9.105521"
"273.4","12.6231","9.11227"
"273.6","12.62552","9.118917"
"273.8","12.62685","9.1255"
"274","12.63076","9.132271"
"274.2","12.63422","9.138917"
"274.4","12.63621","9.145541"
"274.6","12.64005","9.15225"
"274.8","12.64358","9.158937"
"275","12.64579","9.165542"
"275.2","12.64668","9.172208"
"275.4","12.6531","9.178917"
"275.6","12.65502","9.185541"
"275.8","12.65655","9.192208"
"276","12.66241","9.198916"
"276.2","12.66448","9.205563"
"276.4","12.6653","9.212208"
"276.6","12.67204","9.218958"
"276.8","12.67353","9.225583"
"277","12.67378","9.232187"
"277.2","12.67991","9.238958"
"277.4","12.68163","9.245605"
"277.6","12.68237","9.252167"
"277.8","12.68864","9.258938"
"278","12.69046","9.265583"
"278.2","12.69258","9.272187"
"278.4","12.69724","9.278937"
"278.6","12.70002","9.285604"
"278.8","12.70145","9.292188"
"279","12.70539","9.298917"
"279.2","12.70896","9.305562"
"279.4","12.71052","9.312187"
"279.6","12.71356","9.318895"
"279.8","12.71817","9.325583"
"280","12.71964","9.332188"
"280.2","12.72171","9.338896"
"280.4","12.72735","9.345583"
"280.6","12.72887","9.35225"
"280.8","12.73042","9.358875"
"281","12.73508","9.365583"
"281.2","12.73741","9.372229"
"281.4","12.73745","9.378854"
"281.6","12.74455","9.385583"
"281.8","12.74614","9.392229"
"282","12.74779","9.398854"
"282.2","12.7532","9.405604"
"282.4","12.75563","9.412271"
"282.6","12.75605","9.418833"
"282.8","12.7626","9.425604"
"283","12.76371","9.43225"
"283.2","12.76559","9.438854"
"283.4","12.77031","9.445604"
"283.6","12.77285","9.45225"
"283.8","12.77448","9.458854"
"284","12.77839","9.465604"
"284.2","12.78158","9.47225"
"284.4","12.7835","9.478875"
"284.6","12.78586","9.485583"
"284.8","12.78989","9.49227"
"285","12.79179","9.498875"
"285.2","12.79324","9.505563"
"285.4","12.79887","9.51225"
"285.6","12.80092","9.518896"
"285.8","12.80231","9.525562"
"286","12.80779","9.53227"
"286.2","12.80982","9.538896"
"286.4","12.80967","9.545521"
"286.6","12.81598","9.55225"
"286.8","12.81772","9.558896"
"287","12.81895","9.5655"
"287.2","12.82417","9.57227"
"287.4","12.82647","9.578917"
"287.6","12.82677","9.5855"
"287.8","12.83298","9.592292"
"288","12.83429","9.598917"
"288.2","12.8363","9.605521"
"288.4","12.84022","9.61225"
"288.6","12.84329","9.618917"
"288.8","12.84346","9.6255"
"289","12.84785","9.63225"
"289.2","12.85037","9.638896"
"289.4","12.85287","9.645521"
"289.6","12.85534","9.65225"
"289.8","12.85904","9.658916"
"290","12.86059","9.665542"
"290.2","12.86177","9.672208"
"290.4","12.86728","9.678896"
"290.6","12.86976","9.685541"
"290.8","12.87101","9.692208"
"291","12.87626","9.698916"
"291.2","12.87844","9.705563"
"291.4","12.87881","9.712188"
"291.6","12.88531","9.718937"
"291.8","12.88603","9.725583"
"292","12.88729","9.732208"
"292.2","12.89246","9.738937"
"292.4","12.89364","9.745605"
"292.6","12.89396","9.752167"
"292.8","12.90034","9.758938"
"293","12.90162","9.765583"
"293.2","12.90312","9.772208"
"293.4","12.90806","9.778937"
"293.6","12.91029","9.785604"
"293.8","12.91157","9.792188"
"294","12.91467","9.798917"
"294.2","12.91844","9.805562"
"294.4","12.92041","9.812187"
"294.6","12.9234","9.818916"
"294.8","12.92735","9.825583"
"295","12.92905","9.832188"
"295.2","12.93068","9.838896"
"295.4","12.93557","9.845583"
"295.6","12.93812","9.852229"
"295.8","12.93854","9.858875"
"296","12.9439","9.865604"
"296.2","12.94526","9.872229"
"296.4","12.94545","9.878854"
"296.6","12.95226","9.885583"
"296.8","12.95299","9.892229"
"297","12.95439","9.898854"
"297.2","12.95963","9.905604"
"297.4","12.9614","9.91225"
"297.6","12.96136","9.918813"
"297.8","12.96762","9.925604"
"298","12.9692","9.932229"
"298.2","12.97056","9.938854"
"298.4","12.9753","9.945604"
"298.6","12.97744","9.95225"
"298.8","12.97884","9.958854"
"299","12.98302","9.965625"
"299.2","12.98548","9.97225"
"299.4","12.98701","9.978875"
"299.6","12.98904","9.985583"
"299.8","12.99347","9.99227"
"300","12.99479","9.998875"
"300.2","12.99626","10.00556"
"300.4","13.00106","10.01225"
"300.6","13.003","10.0189"
"300.8","13.0042","10.02556"
"301","13.0095","10.03227"
"301.2","13.01103","10.0389"
"301.4","13.01091","10.0455"
"301.6","13.01721","10.05225"
"301.8","13.01815","10.0589"
"302","13.01843","10.0655"
"302.2","13.02111","10.07227"
"302.4","13.0246","10.07892"
"302.6","13.02571","10.0855"
"302.8","13.03174","10.09229"
"303","13.0332","10.09892"
"303.2","13.03415","10.10552"
"303.4","13.0385","10.11225"
"303.6","13.04133","10.11892"
"303.8","13.04195","10.1255"
"304","13.04567","10.13227"
"304.2","13.04867","10.1389"
"304.4","13.04978","10.14552"
"304.6","13.05282","10.15225"
"304.8","13.0559","10.15892"
"305","13.05775","10.16554"
"305.2","13.05862","10.17223"
"305.4","13.06428","10.17892"
"305.6","13.06555","10.18554"
"305.8","13.06681","10.19221"
"306","13.07208","10.19892"
"306.2","13.07346","10.20558"
"306.4","13.07359","10.21219"
"306.6","13.08022","10.21896"
"306.8","13.0807","10.2256"
"307","13.08032","10.23219"
"307.2","13.08528","10.23896"
"307.4","13.08693","10.24558"
"307.6","13.08748","10.25217"
"307.8","13.09377","10.25894"
"308","13.0952","10.26558"
"308.2","13.09691","10.27219"
"308.4","13.10138","10.27894"
"308.6","13.10409","10.28558"
"308.8","13.10449","10.29217"
"309","13.10834","10.29892"
"309.2","13.11092","10.30556"
"309.4","13.11214","10.31217"
"309.6","13.11511","10.3189"
"309.8","13.11895","10.32556"
"310","13.12027","10.33221"
"310.2","13.12204","10.33892"
"310.4","13.12723","10.3456"
"310.6","13.12811","10.35223"
"310.8","13.12823","10.3589"
"311","13.13348","10.3656"
"311.2","13.13429","10.37223"
"311.4","13.13363","10.37883"
"311.6","13.14035","10.3856"
"311.8","13.1421","10.39225"
"312","13.14298","10.39885"
"312.2","13.14816","10.40558"
"312.4","13.14991","10.41227"
"312.6","13.14948","10.41881"
"312.8","13.1554","10.4256"
"313","13.15654","10.43223"
"313.2","13.1579","10.43885"
"313.4","13.16247","10.44558"
"313.6","13.16467","10.45225"
"313.8","13.16529","10.45883"
"314","13.16906","10.4656"
"314.2","13.17179","10.47225"
"314.4","13.17353","10.4789"
"314.6","13.17483","10.48558"
"314.8","13.17863","10.49225"
"315","13.17999","10.49887"
"315.2","13.18107","10.50556"
"315.4","13.18583","10.51225"
"315.6","13.18738","10.5189"
"315.8","13.18863","10.52556"
"316","13.1941","10.53227"
"316.2","13.19502","10.5389"
"316.4","13.19404","10.5455"
"316.6","13.2006","10.55225"
"316.8","13.20173","10.5589"
"317","13.20258","10.5655"
"317.2","13.20759","10.57225"
"317.4","13.20906","10.57892"
"317.6","13.20895","10.5855"
"317.8","13.21476","10.59229"
"318","13.21504","10.59892"
"318.2","13.21662","10.60552"
"318.4","13.22047","10.61227"
"318.6","13.22238","10.61892"
"318.8","13.22288","10.6255"
"319","13.22685","10.63227"
"319.2","13.22955","10.6389"
"319.4","13.23106","10.64554"
"319.6","13.23334","10.65227"
"319.8","13.23699","10.65894"
"320","13.23793","10.66556"
"320.2","13.23807","10.67223"
"320.4","13.24364","10.67892"
"320.6","13.24483","10.68554"
"320.8","13.24624","10.69221"
"321","13.25095","10.69892"
"321.2","13.25276","10.70556"
"321.4","13.25269","10.71219"
"321.6","13.25862","10.71894"
"321.8","13.25897","10.7256"
"322","13.25956","10.73221"
"322.2","13.26409","10.73894"
"322.4","13.26525","10.7456"
"322.6","13.26531","10.75217"
"322.8","13.2706","10.75894"
"323","13.27132","10.76558"
"323.2","13.27318","10.77221"
"323.4","13.27676","10.77896"
"323.6","13.27891","10.7856"
"323.8","13.28005","10.79217"
"324","13.28259","10.79892"
"324.2","13.28607","10.80558"
"324.4","13.28691","10.81219"
"324.6","13.28964","10.8189"
"324.8","13.29284","10.82558"
"325","13.29447","10.83221"
"325.2","13.29645","10.83892"
"325.4","13.30043","10.8456"
"325.6","13.3021","10.85225"
"325.8","13.30234","10.85888"
"326","13.30705","10.8656"
"326.2","13.30842","10.87223"
"326.4","13.30817","10.87883"
"326.6","13.31369","10.88558"
"326.8","13.3147","10.89223"
"327","13.31536","10.89885"
"327.2","13.32045","10.9056"
"327.4","13.32215","10.91225"
"327.6","13.322","10.91883"
"327.8","13.32699","10.92562"
"328","13.32814","10.93223"
"328.2","13.32905","10.93883"
"328.4","13.33396","10.9456"
"328.6","13.3349","10.95227"
"328.8","13.33566","10.95885"
"329","13.33959","10.9656"
"329.2","13.34157","10.97225"
"329.4","13.34289","10.97888"
"329.6","13.34446","10.98558"
"329.8","13.34817","10.99225"
"330","13.34859","10.99887"
"330.2","13.3503","11.00558"
"330.4","13.35511","11.01225"
"330.6","13.35576","11.0189"
"330.8","13.35691","11.02556"
"331","13.36192","11.03227"
"331.2","13.36343","11.0389"
"331.4","13.3628","11.0455"
"331.6","13.36908","11.05225"
"331.8","13.36962","11.0589"
"332","13.37058","11.0655"
"332.2","13.37584","11.07225"
"332.4","13.37708","11.07892"
"332.6","13.37703","11.0855"
"332.8","13.38282","11.09229"
"333","13.38305","11.09892"
"333.2","13.38413","11.10552"
"333.4","13.38768","11.11225"
"333.6","13.38965","11.11892"
"333.8","13.38933","11.12548"
"334","13.39302","11.13225"
"334.2","13.39587","11.13892"
"334.4","13.39703","11.14554"
"334.6","13.39896","11.15225"
"334.8","13.40205","11.15894"
"335","13.40287","11.16554"
"335.2","13.40282","11.17221"
"335.4","13.40803","11.1789"
"335.6","13.40972","11.18554"
"335.8","13.40989","11.19219"
"336","13.41463","11.19892"
"336.2","13.41662","11.20556"
"336.4","13.41594","11.21219"
"336.6","13.42158","11.21896"
"336.8","13.4222","11.2256"
"337","13.42303","11.23221"
"337.2","13.42702","11.23894"
"337.4","13.4288","11.2456"
"337.6","13.42772","11.25217"
"337.8","13.43315","11.25894"
"338","13.43404","11.26558"
"338.2","13.43569","11.27219"
"338.4","13.43892","11.27894"
"338.6","13.44108","11.2856"
"338.8","13.44161","11.29219"
"339","13.44409","11.29892"
"339.2","13.44735","11.30556"
"339.4","13.44806","11.31217"
"339.6","13.45069","11.31892"
"339.8","13.4542","11.32558"
"340","13.45508","11.33221"
"340.2","13.45622","11.33892"
"340.4","13.46026","11.3456"
"340.6","13.46148","11.35225"
"340.8","13.46138","11.3589"
"341","13.46597","11.3656"
"341.2","13.46695","11.37223"
"341.4","13.46581","11.37885"
"341.6","13.47268","11.38558"
"341.8","13.47289","11.39223"
"342","13.47404","11.39888"
"342.2","13.47895","11.4056"
"342.4","13.47985","11.41225"
"342.6","13.47947","11.41881"
"342.8","13.48554","11.4256"
"343","13.4865","11.43223"
"343.2","13.48677","11.43883"
"343.4","13.49065","11.4456"
"343.6","13.4929","11.45225"
"343.8","13.4929","11.45883"
"344","13.49622","11.46562"
"344.2","13.498","11.47225"
"344.4","13.49988","11.47888"
"344.6","13.50092","11.48558"
"344.8","13.50458","11.49227"
"345","13.50549","11.4989"
"345.2","13.50633","11.50556"
"345.4","13.51144","11.51225"
"345.6","13.51221","11.5189"
"345.8","13.5129","11.52558"
"346","13.51709","11.53225"
"346.2","13.51817","11.5389"
"346.4","13.51759","11.54552"
"346.6","13.52321","11.55225"
"346.8","13.52377","11.5589"
"347","13.52357","11.5655"
"347.2","13.52934","11.57227"
"347.4","13.52985","11.57892"
"347.6","13.52978","11.58552"
"347.8","13.53514","11.59229"
"348","13.53571","11.59892"
"348.2","13.53652","11.60552"
"348.4","13.53888","11.61225"
"348.6","13.54105","11.61892"
"348.8","13.54141","11.6255"
"349","13.54465","11.63227"
"349.2","13.54663","11.6389"
"349.4","13.54821","11.64552"
"349.6","13.55015","11.65225"
"349.8","13.55312","11.65894"
"350","13.55398","11.66554"
"350.2","13.55433","11.67223"
"350.4","13.55893","11.6789"
"350.6","13.56034","11.68554"
"350.8","13.56124","11.69219"
"351","13.56617","11.69892"
"351.2","13.56678","11.70556"
"351.4","13.56634","11.71219"
"351.6","13.57182","11.71896"
"351.8","13.57191","11.72558"
"352","13.57224","11.73221"
"352.2","13.57688","11.73896"
"352.4","13.5774","11.74558"
"352.6","13.57702","11.75217"
"352.8","13.58235","11.75894"
"353","13.58347","11.76558"
"353.2","13.58361","11.77219"
"353.4","13.5874","11.77894"
"353.6","13.58913","11.7856"
"353.8","13.58964","11.79217"
"354","13.59245","11.79894"
