0,2.3447
5.00E-05,2.3454
0.0001,2.345
0.00015,2.3447
0.0002,2.3454
0.00025,2.3454
0.0003,2.3457
0.00035,2.345
0.0004,2.346
0.00045,2.3447
0.0005,2.345
0.00055,2.346
0.0006,2.346
0.00065,2.3463
0.0007,2.346
0.00075,2.3454
0.0008,2.347
0.00085,2.3463
0.0009,2.3466
0.00095,2.3466
0.001,2.347
0.00105,2.3466
0.0011,2.3473
0.00115,2.3476
0.0012,2.3473
0.00125,2.3473
0.0013,2.3479
0.00135,2.3466
0.0014,2.3476
0.00145,2.3479
0.0015,2.3476
0.00155,2.3476
0.0016,2.3479
0.00165,2.3476
0.0017,2.3479
0.00175,2.3486
0.0018,2.3479
0.00185,2.3486
0.0019,2.3486
0.00195,2.3486
0.002,2.3482
0.00205,2.3489
0.0021,2.3489
0.00215,2.3482
0.0022,2.3492
0.00225,2.3486
0.0023,2.3495
0.00235,2.3502
0.0024,2.3492
0.00245,2.3492
0.0025,2.3492
0.00255,2.3495
0.0026,2.3498
0.00265,2.3505
0.0027,2.3495
0.00275,2.3498
0.0028,2.3505
0.00285,2.3495
0.0029,2.3502
0.00295,2.3498
0.003,2.3505
0.00305,2.3505
0.0031,2.3505
0.00315,2.3502
0.0032,2.3508
0.00325,2.3511
0.0033,2.3505
0.00335,2.3508
0.0034,2.3505
0.00345,2.3502
0.0035,2.3505
0.00355,2.3508
0.0036,2.3505
0.00365,2.3511
0.0037,2.3498
0.00375,2.3505
0.0038,2.3515
0.00385,2.3508
0.0039,2.3515
0.00395,2.3508
0.004,2.3511
0.00405,2.3515
0.0041,2.3515
0.00415,2.3518
0.0042,2.3511
0.00425,2.3505
0.0043,2.3518
0.00435,2.3511
0.0044,2.3515
0.00445,2.3508
0.0045,2.3518
0.00455,2.3515
0.0046,2.3515
0.00465,2.3515
0.0047,2.3511
0.00475,2.3511
0.0048,2.3515
0.00485,2.3515
0.0049,2.3521
0.00495,2.3515
0.005,2.3515
0.00505,2.3521
0.0051,2.3511
0.00515,2.3518
0.0052,2.3515
0.00525,2.3515
0.0053,2.3511
0.00535,2.3518
0.0054,2.3518
0.00545,2.3515
0.0055,2.3518
0.00555,2.3518
0.0056,2.3518
0.00565,2.3518
0.0057,2.3518
0.00575,2.3518
0.0058,2.3515
0.00585,2.3518
0.0059,2.3521
0.00595,2.3515
0.006,2.3521
0.00605,2.3527
0.0061,2.3511
0.00615,2.3515
0.0062,2.3515
0.00625,2.3515
0.0063,2.3521
0.00635,2.3518
0.0064,2.3518
0.00645,2.3518
0.0065,2.3518
0.00655,2.3518
0.0066,2.3511
0.00665,2.3515
0.0067,2.3511
0.00675,2.3515
0.0068,2.3518
0.00685,2.3511
0.0069,2.3521
0.00695,2.3524
0.007,2.3521
0.00705,2.3518
0.0071,2.3515
0.00715,2.3515
0.0072,2.3511
0.00725,2.3515
0.0073,2.3511
0.00735,2.3511
0.0074,2.3511
0.00745,2.3511
0.0075,2.3511
0.00755,2.3515
0.0076,2.3515
0.00765,2.3518
0.0077,2.3508
0.00775,2.3518
0.0078,2.3511
0.00785,2.3511
0.0079,2.3515
0.00795,2.3515
0.008,2.3515
0.00805,2.3518
0.0081,2.3505
0.00815,2.3511
0.0082,2.3515
0.00825,2.3511
0.0083,2.3508
0.00835,2.3511
0.0084,2.3515
0.00845,2.3511
0.0085,2.3515
0.00855,2.3515
0.0086,2.3508
0.00865,2.3508
0.0087,2.3511
0.00875,2.3511
0.0088,2.3515
0.00885,2.3505
0.0089,2.3508
0.00895,2.3505
0.009,2.3508
0.00905,2.3511
0.0091,2.3508
0.00915,2.3505
0.0092,2.3508
0.00925,2.3505
0.0093,2.3515
0.00935,2.3505
0.0094,2.3498
0.00945,2.3515
0.0095,2.3505
0.00955,2.3505
0.0096,2.3511
0.00965,2.3502
0.0097,2.3508
0.00975,2.3508
0.0098,2.3508
0.00985,2.3508
0.0099,2.3502
0.00995,2.3511
0.01,2.3508
0.01005,2.3511
0.0101,2.3505
0.01015,2.3505
0.0102,2.3505
0.01025,2.3505
0.0103,2.3505
0.01035,2.3505
0.0104,2.3508
0.01045,2.3505
0.0105,2.3508
0.01055,2.3505
0.0106,2.3505
0.01065,2.3508
0.0107,2.3511
0.01075,2.3511
0.0108,2.3505
0.01085,2.3511
0.0109,2.3511
0.01095,2.3505
0.011,2.3508
0.01105,2.3508
0.0111,2.3508
0.01115,2.3511
0.0112,2.3508
0.01125,2.3508
0.0113,2.3511
0.01135,2.3511
0.0114,2.3508
0.01145,2.3518
0.0115,2.3511
0.01155,2.3505
0.0116,2.3511
0.01165,2.3508
0.0117,2.3515
0.01175,2.3508
0.0118,2.3511
0.01185,2.3502
0.0119,2.3508
0.01195,2.3511
0.012,2.3508
0.01205,2.3511
0.0121,2.3498
0.01215,2.3505
0.0122,2.3505
0.01225,2.3511
0.0123,2.3508
0.01235,2.3511
0.0124,2.3505
0.01245,2.3508
0.0125,2.3511
0.01255,2.3505
0.0126,2.3505
0.01265,2.3511
0.0127,2.3515
0.01275,2.3508
0.0128,2.3518
0.01285,2.3502
0.0129,2.3511
0.01295,2.3511
0.013,2.3502
0.01305,2.3508
0.0131,2.3508
0.01315,2.3511
0.0132,2.3511
0.01325,2.3515
0.0133,2.3508
0.01335,2.3498
0.0134,2.3511
0.01345,2.3508
0.0135,2.3502
0.01355,2.3508
0.0136,2.3508
0.01365,2.3505
